x y theta v w
0.884075 -2.60478 4.92351 0.439099 -0.0711089
0.892944 -2.64709 4.91662 0.435458 -0.0703871
0.901543 -2.68957 4.91097 0.432409 -0.0719352
0.909696 -2.73134 4.90391 0.428595 -0.0760511
0.917564 -2.77327 4.89654 0.425467 -0.077933
0.924984 -2.8145 4.8877 0.421685 -0.0795928
0.932101 -2.85586 4.88129 0.418589 -0.0789472
0.938841 -2.89693 4.87217 0.414702 -0.0829956
0.945135 -2.9373 4.86421 0.410942 -0.0825614
0.951055 -2.97737 4.85606 0.407721 -0.0845082
0.956658 -3.01756 4.84907 0.404481 -0.0864672
0.961877 -3.05746 4.83932 0.400505 -0.090875
0.966659 -3.09664 4.83187 0.396661 -0.090742
0.971056 -3.13549 4.82298 0.393267 -0.0950372
0.975104 -3.17443 4.81373 0.389968 -0.0971408
0.978721 -3.21267 4.803 0.386074 -0.0990003
0.981975 -3.25099 4.79345 0.382822 -0.0986305
0.984805 -3.2886 4.78504 0.378881 -0.10073
0.987267 -3.32626 4.77383 0.375414 -0.105166
0.989309 -3.3632 4.76495 0.371567 -0.105137
0.990972 -3.40017 4.7533 0.368112 -0.109538
0.992234 -3.43679 4.74266 0.364298 -0.109558
0.993088 -3.4727 4.73322 0.360407 -0.111718
0.993549 -3.50826 4.72094 0.356958 -0.116327
0.993615 -3.54382 4.70977 0.353732 -0.116467
0.993284 -3.57869 4.69965 0.349865 -0.118936
0.99256 -3.61318 4.68667 0.34643 -0.12361
0.991428 -3.64767 4.67602 0.343231 -0.123796
0.989912 -3.68147 4.6639 0.339303 -0.128421
0.987979 -3.71524 4.65012 0.335987 -0.13094
0.985667 -3.74829 4.63872 0.332294 -0.131079
0.982934 -3.78129 4.62449 0.328916 -0.135663
0.979835 -3.81358 4.61264 0.325285 -0.135902
0.976349 -3.84548 4.59932 0.321966 -0.140576
0.97243 -3.87732 4.58433 0.31879 -0.14321
0.968161 -3.90847 4.57172 0.315255 -0.143502
0.963457 -3.93954 4.55629 0.311987 -0.148192
0.958417 -3.96989 4.54321 0.308496 -0.148634
0.952942 -4.00015 4.5285 0.305298 -0.153413
0.947143 -4.02969 4.51364 0.301787 -0.155947
0.940903 -4.05912 4.49833 0.298789 -0.158624
0.934349 -4.08785 4.48292 0.295394 -0.161043
0.927424 -4.11617 4.46588 0.292467 -0.163701
0.920052 -4.14438 4.45001 0.289711 -0.164095
0.912386 -4.17189 4.43516 0.286398 -0.166885
0.904279 -4.19926 4.41746 0.283436 -0.171777
0.895898 -4.22592 4.40206 0.28033 -0.172433
0.887072 -4.25243 4.38381 0.277476 -0.177273
0.877983 -4.27825 4.3679 0.274476 -0.177895
0.868451 -4.3039 4.35032 0.271703 -0.182726
0.858671 -4.32885 4.3326 0.268693 -0.185289
0.848448 -4.35362 4.31442 0.26615 -0.187989
0.837995 -4.37769 4.29472 0.263267 -0.19039
0.8271 -4.40156 4.27746 0.260993 -0.190692
0.815984 -4.42476 4.25736 0.258108 -0.195353
0.804426 -4.44775 4.23963 0.255918 -0.19579
0.792669 -4.47006 4.21906 0.25312 -0.200462
0.780601 -4.49193 4.19963 0.251028 -0.200891
0.768096 -4.51357 4.18121 0.248861 -0.203528
0.755283 -4.53476 4.16111 0.246222 -0.20817
0.742307 -4.55527 4.1409 0.243783 -0.21044
0.72904 -4.57533 4.11899 0.241794 -0.212843
0.715341 -4.59514 4.09952 0.240009 -0.212852
0.701493 -4.6143 4.07866 0.237631 -0.217119
0.687366 -4.633 4.05612 0.235789 -0.219424
0.672818 -4.65142 4.036 0.23414 -0.219337
0.658 -4.66938 4.01306 0.23192 -0.22343
0.643073 -4.68669 3.99257 0.230016 -0.223285
0.627742 -4.7037 3.96925 0.22828 -0.227285
0.612323 -4.72007 3.94838 0.226511 -0.227042
0.596503 -4.73612 3.92468 0.22491 -0.230921
0.580612 -4.75154 3.90341 0.223273 -0.230536
0.564497 -4.76649 3.88083 0.221803 -0.23422
0.548154 -4.78098 3.85655 0.220505 -0.236017
0.531414 -4.79514 3.8348 0.219403 -0.235316
0.514453 -4.80882 3.81025 0.217727 -0.238807
0.497469 -4.82188 3.78678 0.216348 -0.238061
0.480115 -4.83459 3.76347 0.215267 -0.239146
0.46275 -4.84669 3.73982 0.213873 -0.240656
0.445209 -4.85832 3.7163 0.2129 -0.241742
0.427304 -4.86958 3.69386 0.211959 -0.243181
0.409227 -4.88036 3.66859 0.210605 -0.246448
0.391182 -4.89053 3.64584 0.209563 -0.245371
0.37299 -4.90022 3.62176 0.208677 -0.248336
0.354468 -4.90952 3.59606 0.207972 -0.249301
0.335989 -4.91824 3.57296 0.207141 -0.24782
0.317375 -4.92647 3.5486 0.206432 -0.250479
0.298632 -4.93422 3.52267 0.205879 -0.251237
0.279566 -4.94156 3.49936 0.205512 -0.249569
0.26038 -4.94841 3.47457 0.204595 -0.252108
0.241293 -4.95469 3.44993 0.20385 -0.252343
0.221924 -4.96053 3.42377 0.203471 -0.252854
0.202664 -4.96583 3.40032 0.202973 -0.251012
0.183326 -4.97064 3.37559 0.202584 -0.253441
0.163715 -4.975 3.34937 0.202361 -0.253883
0.144235 -4.97882 3.32459 0.201997 -0.252025
0.124696 -4.98216 3.2996 0.201855 -0.252404
0.104901 -4.98504 3.27484 0.20177 -0.252463
0.0852606 -4.98739 3.2513 0.201374 -0.252908
0.0653916 -4.98927 3.22623 0.201218 -0.255241
0.0457056 -4.99064 3.20131 0.200939 -0.255175
0.0260102 -4.99152 3.17489 0.20102 -0.255302
0.00609961 -4.99191 3.15114 0.201299 -0.253055
-0.0138183 -4.99179 3.12598 0.20105 -0.254986
-0.0337198 -4.99117 3.09957 0.200973 -0.254656
-0.0533941 -4.99007 3.07467 0.201073 -0.252326
-0.073041 -4.98848 3.05107 0.201416 -0.252299
-0.0926616 -4.9864 3.02482 0.201693 -0.254265
-0.112454 -4.9838 2.99999 0.202262 -0.251994
-0.13201 -4.98074 2.97646 0.202415 -0.251916
-0.151515 -4.97718 2.95167 0.202798 -0.253771
-0.171157 -4.9731 2.92543 0.203348 -0.253573
-0.190535 -4.96856 2.90186 0.203767 -0.251001
-0.210034 -4.96348 2.87689 0.204303 -0.252526
-0.229249 -4.95796 2.85218 0.204702 -0.251755
-0.248369 -4.95195 2.8275 0.205458 -0.25124
-0.267395 -4.94545 2.80141 0.206275 -0.25065
-0.286517 -4.93839 2.77808 0.207271 -0.247699
-0.30534 -4.93091 2.75365 0.207732 -0.248955
-0.324038 -4.92294 2.72781 0.20866 -0.248322
-0.342796 -4.9144 2.7047 0.209786 -0.245272
-0.361423 -4.90536 2.67904 0.210391 -0.246384
-0.379712 -4.89593 2.65497 0.211281 -0.243263
-0.398031 -4.88592 2.63078 0.212424 -0.242429
-0.416001 -4.87553 2.60696 0.213318 -0.241225
-0.433803 -4.86466 2.58446 0.214583 -0.240371
-0.451613 -4.8532 2.56058 0.215801 -0.241376
-0.46906 -4.84138 2.53551 0.216879 -0.239948
-0.486321 -4.82909 2.51346 0.218476 -0.236372
-0.503574 -4.81617 2.48869 0.219867 -0.237318
-0.520622 -4.80277 2.46523 0.22122 -0.233661
-0.537288 -4.78904 2.44343 0.222522 -0.23182
-0.553737 -4.77484 2.42056 0.224095 -0.232303
-0.570127 -4.76002 2.39634 0.22585 -0.230763
-0.586129 -4.74487 2.37351 0.227463 -0.226751
-0.602066 -4.72908 2.35116 0.229362 -0.224611
-0.617607 -4.71299 2.33024 0.230929 -0.222921
-0.633055 -4.69627 2.30684 0.23279 -0.223161
-0.64809 -4.67925 2.28621 0.2346 -0.219078
-0.663018 -4.6616 2.26313 0.236612 -0.219059
-0.677531 -4.64366 2.2429 0.238554 -0.214738
-0.691778 -4.62526 2.22167 0.240694 -0.2146
-0.705755 -4.60639 2.19917 0.242992 -0.212464
-0.719593 -4.58688 2.17812 0.245463 -0.207883
-0.733146 -4.56688 2.15878 0.247516 -0.205243
-0.746269 -4.54664 2.13705 0.249482 -0.204983
-0.759218 -4.52575 2.11816 0.2521 -0.2004
-0.771736 -4.50463 2.0969 0.254208 -0.200045
-0.784072 -4.48283 2.07728 0.25696 -0.195383
-0.795974 -4.46081 2.05918 0.259268 -0.192975
-0.807558 -4.43836 2.03869 0.26192 -0.192616
