time,orientation_x,orientation_y,orientation_z,orientation_w,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
0.17,-3.228132380177748e-06,2.596177520205926e-08,-2.9905301154516024e-10,0.9999999999947892,0.0025549315559597378,-0.003545039994938374,0.0013067743106323802,-0.05305892911626509,0.055283034646330775,9.825239746633496
0.18,-3.228132380716233e-06,2.5961774980799344e-08,-2.9905301158124827e-10,0.9999999999947892,0.00048492597488598204,-0.0011604351680694514,0.002389783631400402,-0.03414656369219045,-0.040910440303036366,9.816021496160069
0.19,-3.2281323812864794e-06,2.5961774909155133e-08,-2.9905301159878656e-10,0.9999999999947892,0.0028340440649865287,0.0018013783058488963,0.001234946572208833,-0.009621297582579898,0.029044728268441847,9.796188483650772
0.2,-3.2281323818474934e-06,2.5961774724223373e-08,-2.990530116429727e-10,0.9999999999947892,0.00038827394360853903,0.002926645783301949,0.0016225360873602386,0.01705805578479148,0.022616366157640535,9.808604872802144
0.21,-3.228132379321936e-06,2.59617759046015e-08,-2.9905301137869836e-10,0.9999999999947892,-0.0018821017100749673,0.0012067806241193165,0.0012886830696881234,-0.02465611775670713,0.04390181611447957,9.772579854360535
0.22,-3.2281323798755745e-06,2.596177447896555e-08,-2.990530114025227e-10,0.9999999999947892,-0.001973055002361217,-0.0005559627310302103,0.0011697216173782846,0.014386436714509215,0.018886438928960615,9.74522823051529
0.23,-3.2281323825474823e-06,2.5961775335225504e-08,-2.990530116523796e-10,0.9999999999947892,0.0009349850783960168,0.005049757458725333,-0.0006210915616313602,0.04929273631960242,0.0012009781963951763,9.793393173295408
0.24,-3.228132380998387e-06,2.596177519974687e-08,-2.990530114832311e-10,0.9999999999947892,0.0015994764405390998,0.002463926398737405,2.861253406965386e-06,0.03132317762738115,-0.030295918050332986,9.810806579829677
0.25,-3.2281323805519637e-06,2.5961774950559725e-08,-2.9905301142357425e-10,0.9999999999947892,0.0007638868925706338,0.003928821475608143,0.0036008437079546106,0.05144621595399252,0.003643786594187258,9.776440242283575
0.26,-3.2281323790319174e-06,2.596177467015002e-08,-2.990530112672191e-10,0.9999999999947892,-0.000861555958279683,0.0024389213249048063,0.002926292585970311,-0.06828950836835923,0.08309926635158721,9.763539417305854
0.27,-3.2281323826593656e-06,2.5961773677354114e-08,-2.99053011600426e-10,0.9999999999947892,-0.002852140715009829,0.003931130868085536,0.0017623887806594621,0.029070956827406,0.019697483954341885,9.76260303245654
0.28,-3.228132380122965e-06,2.5961776709777455e-08,-2.990530113408719e-10,0.9999999999947892,-0.0014599393800843051,0.002665571759202721,-0.002777576671448982,0.034755094187735466,-0.006862896314464753,9.798537726138594
0.29,-3.22813238068591e-06,2.596177385133118e-08,-2.9905301136786234e-10,0.9999999999947892,0.0040060472368234614,0.002456791946542044,0.003828267501209671,-0.025276923521222617,-0.021835274486298496,9.842614297674393
0.3,-3.228132378529382e-06,2.596177633641107e-08,-2.9905301115136416e-10,0.9999999999947892,0.0014631085929588373,-0.0005154169022004,0.0015300242667450222,-0.02917470671062456,-0.05059251809133755,9.761898742076795
0.31,-3.2281323817946525e-06,2.5961776220328654e-08,-2.9905301146001357e-10,0.9999999999947892,0.0005793712729638644,-0.0023799278759473884,0.00030043613125720384,0.0045663915883227685,0.02078694339506095,9.819467824239231
0.32,-3.2281323820779817e-06,2.5961773468721363e-08,-2.990530114492133e-10,0.9999999999947892,0.002787833042695266,0.0014940575175137302,0.0016269993141143763,-0.030753491504245,-0.023534420272822768,9.77229930377342
0.33,-3.2281323798444972e-06,2.596177584861207e-08,-2.9905301122384973e-10,0.9999999999947892,-0.002521161779870393,-0.003053362324286133,0.0001373546592288356,0.00023646996980510978,0.048891213231991276,9.816842103159168
0.34,-3.2281323803940975e-06,2.5961772657556698e-08,-2.990530112699491e-10,0.9999999999947892,0.00019104233512755547,0.0013288568455895114,0.0065499957596762875,0.004957443021203049,-0.017220384305959,9.808862385318145
0.35000000000000003,-3.228132380941999e-06,2.596177538971345e-08,-2.990530112828086e-10,0.9999999999947892,-0.0019078212787124304,-0.004022159515924785,2.1334990497874715e-06,-0.010466409992630573,-0.055231796065047224,9.798003610543073
0.36,-3.2281323815150804e-06,2.5961775227705815e-08,-2.9905301133035017e-10,0.9999999999947892,0.0029979205776510492,0.0010709233998812634,0.003114938987070509,-0.02989947572311406,-0.01512619425728913,9.795073050235684
0.37,-3.228132379145021e-06,2.5961775022021946e-08,-2.990530110991705e-10,0.9999999999947892,-0.0015620416880798404,0.0004035208944052249,-0.0003835874299276381,0.029925905721324576,0.07546725061604997,9.806484702796112
0.38,-3.228132379550609e-06,2.5961775077370642e-08,-2.9905301111279686e-10,0.9999999999947892,-0.00123008788392996,0.0037794563359494215,-0.0024781554710118763,-0.03932724211859134,-0.014119409025073304,9.81596210917241
0.39,-3.2281323827724373e-06,2.5961774482808967e-08,-2.9905301143091403e-10,0.9999999999947892,-0.0011119253572262895,-0.002642723384946722,-2.785072293349372e-05,0.004986199005165642,-0.06561547936130427,9.873844132991605
0.4,-3.2281323806510475e-06,2.5961774832707984e-08,-2.990530112168319e-10,0.9999999999947892,0.0014864704115806781,-0.0007025600368681776,0.001833124865363963,-0.06721019027973392,0.007350013797036371,9.782378734012996
0.41000000000000003,-3.2281323812103984e-06,2.5961774657629745e-08,-2.9905301125861236e-10,0.9999999999947892,0.001147167103658988,-0.0002988401042034692,0.0003859291996742061,-0.02257950740844496,-0.05476019189142395,9.826369520043343
0.42,-3.228132379509995e-06,2.5961775935792572e-08,-2.9905301107604026e-10,0.9999999999947892,0.0004159890728075281,-0.00182857762074467,0.0011521453841163132,0.0045702599734259025,-0.04457382768863202,9.846996962630516
0.43,-3.2281323815213747e-06,2.5961774284842716e-08,-2.9905301125391666e-10,0.9999999999947892,-0.00038536251337841724,0.0031194253056868967,0.0004625112429018451,0.02142872795678335,0.03999570975851915,9.779961763922788
0.44,-3.2281323806737116e-06,2.596177632094924e-08,-2.9905301114594385e-10,0.9999999999947892,0.004080024452404649,-0.00043483724087393396,-0.002953899593750041,0.00940659668908559,-0.01277206933135049,9.802209218062773
0.45,-3.228132380371071e-06,2.5961773980778564e-08,-2.990530110964037e-10,0.9999999999947892,-0.002016851415890495,0.00012949395620163345,-0.001136177355575856,-0.008371528087119183,0.05980811849589415,9.815473120374314
0.46,-3.228132380921573e-06,2.5961773857603973e-08,-2.9905301112607673e-10,0.9999999999947892,0.0008451345215367138,0.0018910610221722676,0.0013215438520499606,-0.005669509414838411,0.010948068899102485,9.836505592818655
0.47000000000000003,-3.2281323802022535e-06,2.5961775506960673e-08,-2.9905301103259663e-10,0.9999999999947892,-0.0009970760881352094,-0.0006559548757942272,-0.0006846568139070586,0.05710050050325075,-0.01729241527731812,9.788190686121457
0.48,-3.228132382026665e-06,2.5961773585623934e-08,-2.990530111966846e-10,0.9999999999947892,0.0006348886462357019,-0.00012732610976860553,0.0006468505924409234,-0.04253524820959582,0.0008772044595781736,9.786096685314504
0.49,-3.228132379518714e-06,2.5961776452599448e-08,-2.9905301094501754e-10,0.9999999999947892,-0.0009212712668726408,-0.00029797043684452686,-0.001219349401392024,0.009587589750836088,-0.0450979316971944,9.769743640449652
0.5,-3.2281323800610632e-06,2.5961774704026077e-08,-2.990530109776996e-10,0.9999999999947892,-0.0010298286501268408,-0.0015892704236650933,0.0011780571114148287,0.00028527602409972666,-0.0489172436127512,9.81262692405354
0.51,-3.228132380605795e-06,2.596177439718025e-08,-2.990530110206108e-10,0.9999999999947892,0.0025293287346455397,0.0004612876976035076,0.002376145334200339,0.019973369430776485,0.003936617231320013,9.799900363029838
0.52,-3.2281323811524576e-06,2.5961776184446357e-08,-2.990530110599788e-10,0.9999999999947892,-0.004276452619588771,0.0035325641305523677,-0.00018312747027343927,0.011047985690666113,-0.01797322075092519,9.794076836070538
0.53,-3.228132381717321e-06,2.5961773896216367e-08,-2.990530110960675e-10,0.9999999999947892,-0.0034369887882080693,-0.000423620730814435,0.000783858565983992,-0.028297653228185813,0.0035107494065150847,9.815583577894394
0.54,-3.228132379210984e-06,2.596177576279918e-08,-2.9905301083193347e-10,0.9999999999947892,-0.0010659789233507984,0.0003570456753960367,0.0038430208768745304,0.04627065095607588,0.04066977829132998,9.791415745111202
0.55,-3.2281323807662076e-06,2.596177556536001e-08,-2.990530109577823e-10,0.9999999999947892,0.0011867073178999906,0.0009978924478867568,0.002953493099114228,-0.011353211857545998,-0.03324566766265404,9.776248480035354
0.56,-3.2281323825739296e-06,2.5961773199660093e-08,-2.9905301110607695e-10,0.9999999999947892,0.001141748647984503,0.0005098770323781798,-0.002930185067429765,0.02748396046214973,-0.0028477445500759138,9.716061861151767
0.5700000000000001,-3.228132380856644e-06,2.5961775424616404e-08,-2.990530109232575e-10,0.9999999999947892,-0.0034667809710279495,-0.001691618776352587,-0.0011657339239783556,-0.009300992492357605,0.0002326048201612245,9.764366546939799
0.58,-3.2281323811129486e-06,2.5961772830814742e-08,-2.9905301092680266e-10,0.9999999999947892,-0.0009612147580237419,0.0009275903534031987,-0.0018594935655260186,0.05550339022762177,0.006161690710658267,9.806082327185356
0.59,-3.2281323791677624e-06,2.5961775125455557e-08,-2.990530107226793e-10,0.9999999999947892,-0.0008639378809827721,-7.331225541504837e-05,0.0007708946593974788,0.013486363351403342,-0.015227222969249592,9.788853145559756
0.6,-3.228132382299645e-06,2.5961775171764616e-08,-2.990530110120574e-10,0.9999999999947892,0.0041197130450570845,-0.0010221925217599199,0.001171716881883996,0.06070921522041811,0.01717462286439175,9.785835503239879
0.61,-3.22813237997849e-06,2.596177497347184e-08,-2.9905301078004076e-10,0.9999999999947892,0.0028408677348024315,0.00239588451965006,0.0017743965272077715,0.02793192135645809,-0.02678640354810679,9.780033140010714
0.62,-3.228132380583471e-06,2.5961774533524542e-08,-2.990530108104907e-10,0.9999999999947892,0.0001822210536068259,0.0023534538156949696,0.0014895221373230952,0.017936010486631227,-0.04664356756266481,9.844583038778268
0.63,-3.228132378066602e-06,2.5961777515140904e-08,-2.99053010546304e-10,0.9999999999947892,-0.00619414906718365,-0.0035527757952042234,-0.006705886600787257,-0.052666514346612556,0.007893446225189202,9.782722587745356
0.64,-3.228132381666986e-06,2.596177438668283e-08,-2.99053010869289e-10,0.9999999999947892,0.0025481830252871507,0.0009199517289762166,0.004177735091913314,-0.01380217231548583,-0.036372902074134635,9.814945514662488
0.65,-3.228132382239032e-06,2.596177394883515e-08,-2.990530109103022e-10,0.9999999999947892,0.0010881519539847108,0.0026441804809724176,0.002411036311120191,-0.001248886621425473,-0.0037337336110624723,9.785657028405481
0.66,-3.228132379724478e-06,2.5961773970732635e-08,-2.9905301065868427e-10,0.9999999999947892,0.00013669189757272582,-0.00015765269723696704,-0.002240299917724481,-0.0073898121322071506,-0.014806394357938346,9.759523915081438
0.67,-3.228132380290294e-06,2.596177375806722e-08,-2.9905301069265197e-10,0.9999999999947892,-0.0005312088906796655,-0.00217269997040372,-0.003766694237984324,-0.02997803734129356,-0.008773525752950592,9.809844865054835
0.68,-3.228132380849273e-06,2.5961776347168718e-08,-2.990530107193444e-10,0.9999999999947892,0.0009244409609816335,3.265197523116218e-05,0.0016741896643758206,0.07944448064122206,-0.03937635240878026,9.744289706679949
0.6900000000000001,-3.228132381386483e-06,2.5961773537907557e-08,-2.9905301076080276e-10,0.9999999999947892,-0.0005148657854336016,0.0021795188751975105,0.0005765542020606169,-0.04411860250276242,0.01611027730769798,9.812047473889633
0.7000000000000001,-3.2281323795995057e-06,2.5961775739130428e-08,-2.990530105723911e-10,0.9999999999947892,-0.0016768812029303725,-0.0016166931911518279,0.002211470360007374,-0.02508643327615514,0.04271375038915782,9.736426925403531
0.71,-3.2281323794329904e-06,2.596177553937499e-08,-2.9905301054045834e-10,0.9999999999947892,-0.0004414833052468854,0.002305143201352463,2.5619495196363244e-05,-0.02823058488253543,0.017542858510714236,9.763927490670701
0.72,-3.228132383065755e-06,2.5961773005621538e-08,-2.9905301087727067e-10,0.9999999999947892,0.0007013094092518301,-0.0012859720236836542,-0.0021523594243312147,0.05168188808414724,0.03614976511919818,9.800773081778914
0.73,-3.228132380541341e-06,2.5961775967897457e-08,-2.990530106082893e-10,0.9999999999947892,-0.0007952053848169409,0.0006018889986369252,-0.0032907555315883235,0.016307565347929688,0.009843095345625844,9.847500466298012
0.74,-3.2281323810936155e-06,2.5961774753726337e-08,-2.990530106241507e-10,0.9999999999947892,0.0019789203404896403,-0.0020467972564316077,-0.0008288993626293589,-0.009832152928328454,-0.060175279236662355,9.814227329359028
0.75,-3.2281323785756796e-06,2.5961775686193877e-08,-2.9905301035854747e-10,0.9999999999947892,-0.001076595768849898,0.000818422351331384,0.002038314962263592,-0.021966823471886707,-0.04936583578422554,9.779378168624213
0.76,-3.2281323821920393e-06,2.5961774186614936e-08,-2.9905301069117716e-10,0.9999999999947892,-4.3571256082285646e-05,-0.000468899790672678,0.00013817307476155064,0.02822229756018079,-0.004161629836356373,9.812502523924044
0.77,-3.2281323809511543e-06,2.5961774056346827e-08,-2.990530105635727e-10,0.9999999999947892,0.00012726719290612198,-0.0018823581063066787,0.0024570246867251897,-0.01019684991684825,-0.003629670330323135,9.841769366230219
0.78,-3.2281323802295754e-06,2.596177530026507e-08,-2.9905301046710097e-10,0.9999999999947892,-0.004428537278780176,-0.0013897968435312756,-0.0007581832525308812,-0.00967666500547516,-0.027783871437579002,9.809880268318475
0.79,-3.2281323794286447e-06,2.596177478573198e-08,-2.9905301037128693e-10,0.9999999999947892,0.0003233457822342261,0.004533322612471144,-0.0006432511915776544,-0.04191276215892489,0.01229974733277582,9.796287251869922
0.8,-3.2281323813377066e-06,2.5961775011340734e-08,-2.99053010545125e-10,0.9999999999947892,-0.001087418259183125,-0.00099541082316976,0.001718555615393259,-0.004044408056693932,-0.021951037277943192,9.873516035494962
0.81,-3.2281323818849306e-06,2.5961774906740656e-08,-2.990530105700937e-10,0.9999999999947892,0.0007799011522465931,-0.002212088527466177,-1.2630000464224273e-05,0.0059937479619899675,0.001393477033035339,9.810391573506504
0.8200000000000001,-3.2281323793870546e-06,2.5961775782846722e-08,-2.990530103063022e-10,0.9999999999947892,-0.0025904130544138373,-0.0010553736907649445,0.00017811188974152926,0.03965819152602176,-0.03476372774762569,9.792182622424745
0.8300000000000001,-3.2281323799339905e-06,2.5961774539149347e-08,-2.9905301033256123e-10,0.9999999999947892,-0.00428615674570539,-0.0014563748884828835,-0.0004902004742847231,-0.02404152298476039,-0.025777211014772622,9.799579350718766
0.84,-3.2281323825651455e-06,2.596177531136743e-08,-2.9905301056437467e-10,0.9999999999947892,-0.003891235334648434,-0.001534761382303405,-0.000928116354464458,-0.0024577214031150617,0.025039541928933075,9.784039044409635
0.85,-3.2281323810682566e-06,2.5961775102004954e-08,-2.990530104117723e-10,0.9999999999947892,0.0016667385410891983,0.002828559116904279,0.0016041294720972907,0.0018650914732375409,-0.013557314756540467,9.801975447441867
0.86,-3.228132380800652e-06,2.5961774808005066e-08,-2.990530103698907e-10,0.9999999999947892,0.0024649883510433185,-0.0027000766851535125,-0.0010131505570943372,-0.0012270084893460978,-0.003773916851779291,9.855025566199961
0.87,-3.2281323791010056e-06,2.5961774568804143e-08,-2.9905301018585537e-10,0.9999999999947892,-0.0012179200464304486,-0.0006970866716831941,-0.0012952279703473321,0.027283237687052295,0.05992140683295904,9.778349055411717
0.88,-3.228132382707217e-06,2.596177379927181e-08,-2.990530105275817e-10,0.9999999999947892,0.002237664607696418,0.0011699582724481398,-0.0011112686827850122,-0.04079458852945742,0.015567751433106828,9.768111491054295
0.89,-3.2281323802051097e-06,2.596177663218381e-08,-2.9905301028771997e-10,0.9999999999947892,-0.0016828676255070205,0.00024430391395665506,0.0007165997612112726,-0.05083982715472638,0.043784302028847186,9.761368089593288
0.9,-3.228132380755874e-06,2.5961773754358293e-08,-2.9905301031623863e-10,0.9999999999947892,0.0049475038445335965,-0.00019796981688496285,-9.038755084579948e-05,0.08818408909353101,-0.0801016774454987,9.835990263154097
0.91,-3.228132378441877e-06,2.5961776362445377e-08,-2.990530100708433e-10,0.9999999999947892,-0.0023308111086225076,0.0021786800676056083,-0.0013399887847078045,0.0002919080361831958,0.06284190881007566,9.77483617397092
0.92,-3.2281323818830176e-06,2.5961776107463824e-08,-2.9905301038258766e-10,0.9999999999947892,0.0012478550905129643,-0.0033307014759128314,0.0006360376841346268,-0.01622004670646981,-0.026962609025902418,9.78968888469527
0.93,-3.2281323822462414e-06,2.5961773268649196e-08,-2.990530103796582e-10,0.9999999999947892,-0.001108143664590088,0.0005903272882026002,0.004805621374062727,-0.018290883264692068,0.057227256550380065,9.771882760634544
0.9400000000000001,-3.22813237991499e-06,2.5961775838220452e-08,-2.990530101522617e-10,0.9999999999947892,-0.0041192509341430065,0.0035425568415294556,-0.006055873228856101,0.03101026704976824,-0.010821277996341102,9.799497298840839
0.9500000000000001,-3.228132380475316e-06,2.596177258526384e-08,-2.990530101926609e-10,0.9999999999947892,0.0007152994343610228,-0.0006533193091979824,-0.0007442207285892578,0.021837312101636353,0.056282114583291284,9.797251790244706
0.96,-3.2281323810219374e-06,2.5961775343228916e-08,-2.9905301023162674e-10,0.9999999999947892,0.0021201128612662046,-0.0031936547089847682,0.004514033040097536,0.009072564955236844,-0.04049146621443737,9.83024070539492
0.97,-3.228132381588791e-06,2.5961775149002594e-08,-2.9905301027291887e-10,0.9999999999947892,-0.0006434991369059005,-0.0024957326284608438,0.0009534474573837579,-0.02348793427468623,0.05413194974497132,9.784235584549757
0.98,-3.2281323793854532e-06,2.5961774883747354e-08,-2.9905301004457463e-10,0.9999999999947892,-0.0023202236755052383,0.0018063873654369455,0.0026235356793028546,0.002224295632584838,-0.027178572637478186,9.837217279762179
0.99,-3.2281323796052e-06,2.596177516004107e-08,-2.990530100356154e-10,0.9999999999947892,0.0008783199150680837,-0.0006417297826345321,-0.0007154572043251862,-0.057029613578445444,-0.04626954980724759,9.769904974976244
1.0,-3.2281323826326718e-06,2.5961774334678393e-08,-2.990530103056864e-10,0.9999999999947892,-0.0014898688087826785,-5.6900083504140804e-05,-0.0018409294603138702,-0.01975289862617256,-0.052428030120431804,9.719605092960903
1.01,-3.2281323806909737e-06,2.5961775000371664e-08,-2.9905301010184236e-10,0.9999999999947892,0.0005807675643777731,-0.0017530658965782845,-0.002266655840719122,-0.057455114440808905,0.0032699181172352217,9.83725073519735
1.02,-3.2281323812794087e-06,2.596177465630887e-08,-2.990530101466393e-10,0.9999999999947892,0.0004734096225861217,0.0009942712179452557,0.0002027953301783922,-0.04159306390509846,0.05569044441574413,9.805040164790856
1.03,-3.2281323795516335e-06,2.5961775939853057e-08,-2.990530099714579e-10,0.9999999999947892,0.000740608222030813,0.0035935177855807715,0.0024480646257910247,0.010124453059417789,0.006562459410477665,9.818244173458371
1.04,-3.2281323815077735e-06,2.596177427459251e-08,-2.9905301013587407e-10,0.9999999999947892,-0.0008102156400003705,0.0005031621119023816,0.00022812735997867735,-0.008999790755883051,0.04519760787932373,9.797510728744665
1.05,-3.228132380899263e-06,2.5961776190094945e-08,-2.9905301003836074e-10,0.9999999999947892,-0.0026811688528207813,-0.0008432599030271128,-0.00013721230149398283,-0.04343618844465164,0.006298250247167863,9.812108121808333
1.06,-3.228132380434681e-06,2.5961774009712207e-08,-2.990530099860144e-10,0.9999999999947892,0.005898216672941742,8.884719197153456e-06,0.002333264125994742,0.010680638154373409,0.01743709793881602,9.75183341467837
1.07,-3.228132380981467e-06,2.5961773907948673e-08,-2.990530100046222e-10,0.9999999999947892,0.0012747086884209824,0.002700536381425609,-0.0005339854477287585,0.004575268100482432,-0.05284023274904821,9.79358626199896
1.08,-3.228132380216803e-06,2.5961775424600334e-08,-2.9905300992690007e-10,0.9999999999947892,-0.0031726339684682962,0.0014067815206219479,-0.0008036668501847357,-0.014357400605893453,-0.025335025355193296,9.804455436263872
1.09,-3.228132382108024e-06,2.5961773511333288e-08,-2.9905301010909404e-10,0.9999999999947892,0.0007793695707170928,-0.001453124948424582,0.00048203602519789057,-0.02849362357714555,-0.025428171936231918,9.75719417171904
1.1,-3.2281323795982474e-06,2.5961776388894478e-08,-2.99053009844145e-10,0.9999999999947892,-0.0030685653877985837,-0.002025876481767408,0.0007301648332727664,0.014272015245480017,-0.015599110367862304,9.849199553362563
1.11,-3.228132380161991e-06,2.596177476455103e-08,-2.990530098690762e-10,0.9999999999947892,-0.002970263280179294,0.00022923561622909764,0.0009907888030794344,0.009062197853370344,0.022520932815742647,9.77429743456663
1.12,-3.2281323807088025e-06,2.5961774468492062e-08,-2.9905300992144223e-10,0.9999999999947892,-0.0017916265636096088,-0.002002012468575411,0.0014400110700842478,-0.008393403883228269,-0.011247141672346457,9.826874158989833
1.1300000000000001,-3.2281323812583295e-06,2.5961775967403425e-08,-2.990530099449799e-10,0.9999999999947892,0.002871848231194222,0.004331850790644384,-0.0005880588143803692,0.024543663495403774,0.010116656728500649,9.809991309191464
1.1400000000000001,-3.228132381807144e-06,2.5961773901023477e-08,-2.9905300997911905e-10,0.9999999999947892,-0.0010701880445633442,0.0005198021301550642,-0.00025716347726036765,-0.02827487122252531,-0.019825097303921475,9.795615298716886
1.1500000000000001,-3.2281323792954767e-06,2.596177566971701e-08,-2.990530097076989e-10,0.9999999999947892,0.0017447777872349028,0.001723103501042984,-0.0003731206021450504,-0.02897310468861173,0.0262934500505327,9.827963175843541
1.16,-3.228132380731354e-06,2.5961775565222686e-08,-2.990530098270406e-10,0.9999999999947892,-0.0042246424176931785,0.00038726032772705226,0.002006324016335094,0.022490334340324093,0.011752296761226286,9.79657376414491
1.17,-3.2281323804110776e-06,2.5961775337229544e-08,-2.990530097877082e-10,0.9999999999947892,0.0003583073907716245,-0.001123213588937598,-0.00011404341885147681,-0.012990158147138647,0.014685501200251465,9.809645119913998
1.18,-3.228132380941453e-06,2.5961775329963788e-08,-2.990530098226206e-10,0.9999999999947892,-0.0012973127274720018,0.0017958541619771734,-0.00017467902783619056,0.016384425127689603,-0.02188938298343723,9.813420766434335
1.19,-3.228132380886985e-06,2.5961773266444016e-08,-2.9905300978808396e-10,0.9999999999947892,-0.0010786189847459158,-3.486298897977392e-05,0.0020527345353629337,0.03129868951515531,0.02149138603854737,9.765133172993638
1.2,-3.228132379532735e-06,2.596177492996453e-08,-2.990530096386179e-10,0.9999999999947892,-0.002197126102176623,-0.0029898809275725234,0.0005614867883958282,0.015994328135472365,-0.006888685598666608,9.77898729288915
1.21,-3.2281323823459045e-06,2.596177513273485e-08,-2.9905300989809893e-10,0.9999999999947892,-0.0024535054675296573,-0.0006440898897816414,0.002959193138605322,-0.08077855573464159,0.063944109241182,9.785209384773419
1.22,-3.2281323801108874e-06,2.5961774982487345e-08,-2.9905300967611953e-10,0.9999999999947892,0.002556861620020792,0.0025876556654832105,0.0006990801980450116,-0.006843455006848597,-0.06004475245542551,9.789754227579886
1.23,-3.228132380655433e-06,2.5961774513047557e-08,-2.9905300969960593e-10,0.9999999999947892,0.0009857227489189447,0.0010183033541094396,-0.0020806184472664723,0.07057438642105884,0.03805569127339499,9.794091221050941
1.24,-3.2281323781418085e-06,2.5961777461183707e-08,-2.9905300945507056e-10,0.9999999999947892,0.0027571897719160473,-0.0001360983474806587,0.0007403197344766775,0.029000280924470493,0.03210755769988881,9.847449125086076
1.25,-3.2281323817618728e-06,2.5961774233383172e-08,-2.9905300977912094e-10,0.9999999999947892,0.000907715860854109,-0.0006642709829595677,0.0006612292502523699,-0.008923714788175231,0.023311887112266387,9.796561005487016
1.26,-3.228132382321878e-06,2.5961773918102305e-08,-2.9905300979952826e-10,0.9999999999947892,-0.003191689188111594,-0.001385963818813888,0.0028654640239994264,-0.03932862372976185,0.09096778665710817,9.82251448403957
