generation,rmse,Q_0,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7,R_odom_0,R_odom_1,R_odom_2,R_odom_3,R_imu_0,R_imu_1,R_imu_2,R_imu_3
67,0.2354,430.4432,266.3913,79.1178,599.5013,172.1378,639.2373,18.0226,149.5695,63.0428,288.9174,309.456,948.781,397.5104,129.2234,63.3708,59.3091
67,0.2247,531.043,188.1094,128.4402,813.7294,246.6075,502.7171,39.8132,228.4662,87.7802,263.3143,369.2673,593.0691,394.1577,102.4463,147.6588,65.9991
67,0.2301,624.7909,136.9829,187.6689,597.0033,195.8163,495.9594,21.1662,158.1138,67.6911,243.0589,252.3388,680.5995,281.7401,108.5491,191.2495,47.885
67,0.2242,480.5082,244.6249,190.0222,604.856,241.6078,655.1171,24.1544,102.1467,71.3393,264.1613,369.2673,116.4463,304.7887,102.4463,160.6211,45.5566
67,0.2314,483.4816,265.5216,232.1617,768.1762,172.5602,560.6717,24.1544,102.1467,70.5782,263.3143,592.5356,922.9231,428.9627,128.636,147.6588,58.6799
67,0.2239,469.2794,286.7135,107.9525,684.3608,197.4666,666.7307,24.1544,169.7153,71.3393,242.5326,389.2833,788.9689,418.6456,102.4463,183.5072,58.5335
67,0.2241,515.8957,238.3695,222.0635,686.1808,170.5944,554.8723,21.2187,103.9229,72.1479,230.1917,370.6479,961.4168,347.1132,117.1175,163.3447,64.9649
67,0.2243,827.7409,247.9698,209.5086,640.1239,186.0617,633.7481,25.1387,117.0995,75.9481,261.2673,360.764,671.992,369.3466,155.6928,151.5976,59.8077
67,0.2241,780.646,155.4746,120.2896,559.0576,272.0429,590.6427,22.9673,91.1136,79.6105,257.0562,362.6122,933.3735,347.5333,312.4904,158.8198,43.76
67,0.224,469.2794,244.6249,190.0222,675.361,172.5602,185.2547,24.1544,158.1138,67.6911,243.0589,368.0477,897.882,344.5911,115.5154,183.5072,63.1062
67,0.2372,460.8415,258.1304,187.6689,675.361,307.8211,495.9594,26.2289,123.4804,67.6911,265.6361,366.9109,680.5995,355.5192,115.5154,69.1066,63.1062
67,0.2274,624.8948,222.27,214.2289,728.6183,211.2816,506.2034,18.4639,122.5038,63.5055,248.6155,454.931,980.7833,439.2151,150.9906,142.761,57.3753
67,0.2404,464.0193,227.1141,173.5123,630.1071,183.3673,556.3785,24.2544,163.6062,63.1841,336.1881,667.3673,828.6373,473.0465,114.5758,107.8954,42.2978
67,0.2244,624.8948,222.27,214.2289,633.4612,211.2816,628.1437,23.2416,132.1584,63.5055,248.6155,345.6635,96.2417,364.6106,117.2781,142.761,50.4488
68,0.2239,469.2794,286.7135,107.9525,684.3608,197.4666,666.7307,24.1544,169.7153,71.3393,242.5326,389.2833,788.9689,418.6456,102.4463,183.5072,58.5335
68,0.2354,464.0193,227.1141,173.5123,630.1071,183.3673,639.2373,18.0226,149.5695,63.0428,288.9174,309.456,828.6373,397.5104,129.2234,63.3708,42.2978
68,0.2244,620.9787,210.7039,170.2146,662.7703,248.2585,645.7466,25.3062,117.5388,69.4541,185.1861,412.0975,118.5563,362.9924,113.1719,171.0182,47.2108
68,0.2372,624.8948,222.27,214.2289,675.361,211.2816,506.2034,18.4639,123.4804,67.6911,248.6155,366.9109,980.7833,355.5192,150.9906,69.1066,63.1062
68,0.2244,624.8948,244.6249,214.2289,604.856,241.6078,655.1171,23.2416,132.1584,71.3393,264.1613,345.6635,96.2417,364.6106,102.4463,142.761,45.5566
68,0.2242,510.8403,251.7404,134.8145,627.7043,200.0449,163.1449,21.7187,161.331,67.2126,298.8524,432.7275,863.3087,373.4526,109.0222,184.4908,70.3576
68,0.2239,469.2794,155.4746,120.2896,684.3608,197.4666,666.7307,22.9673,91.1136,71.3393,242.5326,389.2833,933.3735,347.5333,102.4463,183.5072,43.76
68,0.224,540.4521,266.7213,177.6406,545.5567,282.7385,689.678,23.0772,104.5712,82.49,275.5082,367.8238,111.7979,295.0928,98.2304,178.5647,47.2208
68,0.2341,437.1302,271.2916,82.0896,584.9584,186.337,674.3897,14.8518,118.7499,82.9777,220.3199,294.4997,724.2896,289.526,261.8817,64.242,65.878
68,0.224,807.6093,145.3092,180.0366,616.9516,186.1155,448.9712,36.6184,170.1056,73.5151,227.3282,339.8672,542.3437,388.4686,251.4313,160.3463,59.5107
68,0.2314,480.5082,265.5216,232.1617,768.1762,172.5602,560.6717,24.1544,102.1467,71.3393,264.1613,592.5356,116.4463,304.7887,128.636,147.6588,45.5566
68,0.2246,531.043,188.1094,128.4402,599.5013,172.1378,502.7171,39.8132,228.4662,63.0428,263.3143,369.2673,948.781,397.5104,129.2234,147.6588,59.3091
68,0.2254,624.8948,286.7135,214.2289,684.3608,211.2816,628.1437,23.2416,169.7153,71.3393,248.6155,389.2833,788.9689,364.6106,117.2781,142.761,58.5335
68,0.2244,529.3945,188.1094,128.4402,633.4612,246.6075,502.7171,21.1662,131.6187,87.7802,263.3143,345.6635,96.2417,394.1577,102.4463,142.761,65.9991
68,0.2242,500.1406,246.4446,95.924,646.0216,202.8581,686.49,21.3454,140.0513,70.7775,259.2375,343.1283,1000.0,441.0135,99.8288,147.301,61.1397
68,0.2241,480.5082,244.6249,190.0222,604.856,172.1378,655.1171,18.0226,149.5695,63.0428,264.1613,309.456,948.781,397.5104,129.2234,160.6211,45.5566
68,0.2271,709.2316,251.776,134.5491,563.6914,204.0759,510.5877,22.9851,165.3168,63.7239,261.5517,300.1428,976.7505,403.0953,105.6378,95.9913,48.7964
68,0.2241,789.5049,149.1344,119.9065,583.1277,179.7583,577.731,22.2897,97.9341,70.016,246.1204,372.7531,81.8271,339.9108,131.8296,184.2201,47.5882
68,0.2262,470.5174,241.3532,191.8035,642.6685,168.0516,570.8177,22.4529,152.4802,65.46,236.0458,308.165,1000.0,322.8851,131.0214,194.4346,69.993
68,0.224,480.5082,249.8374,172.6889,675.361,241.6078,655.1171,24.1544,158.1138,71.4923,243.0589,353.6701,116.4463,304.7887,115.5154,168.5972,45.5566
69,0.2239,469.2794,155.4746,120.2896,684.3608,197.4666,666.7307,22.9673,91.1136,71.3393,242.5326,389.2833,933.3735,347.5333,102.4463,183.5072,43.76
69,0.224,789.5049,145.3092,180.0366,583.1277,179.7583,448.9712,36.6184,170.1056,70.016,227.3282,339.8672,542.3437,388.4686,251.4313,160.3463,47.5882
69,0.224,470.5174,241.3532,191.8035,684.3608,168.0516,570.8177,22.4529,91.1136,71.3393,236.0458,389.2833,1000.0,322.8851,102.4463,194.4346,69.993
69,0.2239,469.2794,155.4746,120.2896,684.3608,197.4666,666.7307,22.2897,91.1136,71.3393,242.5326,389.2833,933.3735,339.9108,102.4463,184.2201,47.5882
69,0.2239,807.6093,145.3092,180.0366,616.9516,211.2816,506.2034,18.4639,123.4804,73.5151,248.6155,339.8672,980.7833,388.4686,150.9906,160.3463,63.1062
69,0.2341,437.1302,249.8374,172.6889,675.361,186.337,674.3897,14.8518,118.7499,82.9777,243.0589,294.4997,724.2896,289.526,115.5154,64.242,65.878
69,0.2239,469.2794,210.7039,170.2146,684.3608,248.2585,666.7307,25.3062,117.5388,71.3393,185.1861,389.2833,933.3735,362.9924,102.4463,183.5072,43.76
69,0.2242,789.5049,251.7404,134.8145,627.7043,179.7583,577.731,21.7187,97.9341,67.2126,298.8524,432.7275,863.3087,339.9108,131.8296,184.2201,70.3576
69,0.224,807.6093,145.3092,180.0366,675.361,241.6078,448.9712,36.6184,158.1138,71.4923,227.3282,353.6701,542.3437,304.7887,115.5154,160.3463,45.5566
69,0.2241,460.8071,279.3953,145.2854,580.3953,223.7697,759.1591,20.5078,150.5396,60.4588,273.1655,294.1734,1000.0,410.5361,126.5579,148.9895,44.0928
69,0.2314,470.5174,265.5216,191.8035,768.1762,168.0516,570.8177,24.1544,152.4802,71.3393,264.1613,592.5356,116.4463,322.8851,131.0214,147.6588,45.5566
69,0.2355,464.0193,227.1141,128.4402,599.5013,183.3673,639.2373,39.8132,149.5695,63.0428,263.3143,309.456,828.6373,397.5104,129.2234,63.3708,42.2978
69,0.2248,789.5049,188.1094,119.9065,583.1277,172.1378,577.731,39.8132,97.9341,70.016,246.1204,372.7531,81.8271,339.9108,129.2234,147.6588,59.3091
69,0.2326,624.8948,271.2916,214.2289,584.9584,186.337,506.2034,14.8518,118.7499,82.9777,248.6155,294.4997,980.7833,355.5192,150.9906,69.1066,63.1062
69,0.2241,679.7301,259.127,143.8711,590.6571,212.0303,587.681,41.6671,184.9917,65.5838,227.2261,379.1198,958.6618,365.5201,102.9732,167.1511,64.0962
69,0.224,807.6093,145.3092,180.0366,616.9516,186.1155,448.9712,36.6184,158.1138,71.4923,243.0589,353.6701,116.4463,304.7887,115.5154,168.5972,45.5566
69,0.2244,620.9787,210.7039,214.2289,604.856,248.2585,645.7466,23.2416,132.1584,69.4541,264.1613,345.6635,96.2417,364.6106,113.1719,142.761,47.2108
69,0.2406,464.0066,226.3777,184.2676,668.9413,168.6568,638.1305,25.1563,182.4978,58.9438,219.8657,413.3752,814.1753,373.8361,93.2183,66.2604,41.0678
69,0.2247,715.2188,298.6658,119.1407,486.8184,211.3804,496.9056,24.0319,157.8978,59.3923,248.0117,504.3829,905.2922,477.8865,106.5254,199.2995,55.6649
69,0.2239,510.8403,251.7404,134.8145,627.7043,200.0449,163.1449,24.1544,169.7153,71.3393,242.5326,389.2833,863.3087,418.6456,102.4463,183.5072,58.5335
70,0.2239,807.6093,145.3092,180.0366,616.9516,211.2816,506.2034,18.4639,123.4804,73.5151,248.6155,339.8672,980.7833,388.4686,150.9906,160.3463,63.1062
70,0.2247,715.2188,298.6658,119.1407,486.8184,211.3804,496.9056,24.0319,157.8978,59.3923,248.0117,504.3829,905.2922,477.8865,106.5254,199.2995,55.6649
70,0.2242,807.6093,210.7039,170.2146,684.3608,248.2585,666.7307,25.3062,117.5388,71.4923,185.1861,389.2833,116.4463,362.9924,115.5154,168.5972,43.76
70,0.2422,789.5049,249.8374,134.8145,675.361,179.7583,674.3897,14.8518,118.7499,67.2126,298.8524,432.7275,863.3087,339.9108,115.5154,64.242,70.3576
70,0.2261,652.0403,128.3245,165.8747,578.9043,248.7747,626.6651,37.354,138.8319,80.5672,271.7112,428.9602,101.1806,362.5287,95.2907,148.9029,42.431
70,0.2244,807.6093,145.3092,214.2289,604.856,248.2585,448.9712,36.6184,132.1584,69.4541,264.1613,345.6635,542.3437,364.6106,113.1719,142.761,45.5566
70,0.224,514.3221,150.8387,178.508,862.0108,203.5345,425.2374,22.2635,121.9121,82.0478,281.722,332.9749,893.3109,330.1542,138.33,165.778,50.9368
70,0.2241,679.7301,251.7404,134.8145,627.7043,212.0303,163.1449,41.6671,169.7153,65.5838,242.5326,379.1198,958.6618,418.6456,102.4463,167.1511,64.0962
70,0.2244,620.9787,210.7039,214.2289,684.3608,248.2585,645.7466,22.9673,91.1136,71.3393,264.1613,345.6635,933.3735,364.6106,102.4463,142.761,43.76
70,0.2334,424.1562,251.5204,212.2361,697.9736,208.126,639.6669,25.5178,123.0202,63.5524,355.8834,292.1104,906.5234,365.3844,120.3645,65.9983,64.2526
70,0.2277,361.7577,252.0393,176.0747,675.9637,174.958,742.3834,12.369,83.1047,80.5951,225.1633,287.5819,788.8999,300.3909,119.3396,198.4409,56.1686
70,0.2241,469.2794,298.6658,120.2896,486.8184,197.4666,496.9056,24.0319,157.8978,59.3923,242.5326,389.2833,905.2922,347.5333,106.5254,199.2995,43.76
70,0.224,789.5049,145.3092,180.0366,583.1277,179.7583,448.9712,36.6184,170.1056,70.016,227.3282,339.8672,542.3437,388.4686,251.4313,160.3463,47.5882
70,0.224,470.5174,227.1141,191.8035,599.5013,183.3673,570.8177,39.8132,152.4802,71.3393,263.3143,309.456,116.4463,397.5104,129.2234,147.6588,42.2978
70,0.2242,807.6093,241.3532,191.8035,616.9516,168.0516,448.9712,36.6184,158.1138,71.3393,243.0589,389.2833,116.4463,304.7887,102.4463,168.5972,45.5566
70,0.2341,437.1302,249.8374,172.6889,675.361,186.337,674.3897,14.8518,118.7499,82.9777,243.0589,294.4997,724.2896,289.526,115.5154,64.242,65.878
70,0.2248,712.3113,148.8982,208.8331,596.9823,237.9922,464.0987,40.3033,164.0138,72.6263,236.2538,293.1497,923.0557,410.9008,142.0862,164.1257,68.4229
70,0.2245,790.3162,156.6647,186.3264,857.1995,193.0842,414.1464,36.6977,135.5668,74.0291,240.5799,358.5024,132.8338,297.4978,122.4052,146.2367,47.6702
70,0.2241,460.8071,251.7404,145.2854,580.3953,200.0449,163.1449,24.1544,169.7153,71.3393,242.5326,294.1734,863.3087,410.5361,102.4463,148.9895,44.0928
70,0.2242,789.5049,251.7404,134.8145,627.7043,200.0449,577.731,21.7187,169.7153,67.2126,298.8524,432.7275,863.3087,418.6456,102.4463,184.2201,70.3576
71,0.2239,807.6093,145.3092,180.0366,616.9516,211.2816,506.2034,18.4639,123.4804,73.5151,248.6155,339.8672,980.7833,388.4686,150.9906,160.3463,63.1062
71,0.2372,437.1302,145.3092,172.6889,675.361,186.337,448.9712,36.6184,118.7499,70.016,227.3282,339.8672,724.2896,388.4686,115.5154,64.242,65.878
71,0.2366,789.5049,145.3092,180.0366,697.9736,179.7583,448.9712,36.6184,170.1056,70.016,355.8834,339.8672,542.3437,388.4686,120.3645,65.9983,47.5882
71,0.2245,790.3162,156.6647,212.2361,857.1995,208.126,639.6669,36.6977,135.5668,63.5524,355.8834,358.5024,132.8338,297.4978,120.3645,146.2367,47.6702
71,0.2241,469.2794,298.6658,120.2896,580.3953,197.4666,163.1449,24.1544,169.7153,59.3923,242.5326,294.1734,905.2922,347.5333,102.4463,148.9895,44.0928
71,0.2262,789.5049,251.5204,212.2361,627.7043,208.126,577.731,25.5178,169.7153,67.2126,355.8834,292.1104,906.5234,365.3844,102.4463,184.2201,64.2526
71,0.2242,514.3221,150.8387,120.2896,862.0108,197.4666,425.2374,22.2635,157.8978,59.3923,281.722,389.2833,893.3109,330.1542,138.33,165.778,43.76
71,0.2244,620.9787,210.7039,214.2289,684.3608,248.2585,645.7466,22.9673,91.1136,71.3393,264.1613,345.6635,933.3735,364.6106,102.4463,142.761,43.76
71,0.2278,361.7577,252.0393,186.3264,857.1995,174.958,414.1464,12.369,83.1047,74.0291,240.5799,287.5819,132.8338,297.4978,119.3396,198.4409,56.1686
71,0.2341,712.3113,148.8982,172.6889,596.9823,186.337,464.0987,14.8518,118.7499,72.6263,236.2538,294.4997,923.0557,410.9008,142.0862,64.242,65.878
71,0.224,620.9787,210.7039,214.2289,684.3608,208.126,645.7466,22.9673,91.1136,71.3393,264.1613,292.1104,933.3735,365.3844,120.3645,142.761,43.76
71,0.2256,645.524,226.0968,152.048,562.4848,180.4956,635.648,36.6697,169.1977,73.4833,299.6098,446.1837,104.1756,385.5032,128.8463,161.186,43.6056
71,0.2278,807.6093,252.0393,176.0747,684.3608,174.958,742.3834,25.3062,117.5388,71.4923,185.1861,287.5819,788.8999,362.9924,119.3396,198.4409,43.76
71,0.2244,807.6093,145.3092,214.2289,604.856,200.0449,577.731,36.6184,132.1584,67.2126,298.8524,345.6635,542.3437,418.6456,102.4463,184.2201,45.5566
71,0.2247,712.3113,148.8982,208.8331,578.9043,248.7747,626.6651,37.354,164.0138,72.6263,236.2538,293.1497,923.0557,410.9008,142.0862,164.1257,42.431
71,0.224,807.6093,145.3092,214.2289,616.9516,211.2816,506.2034,36.6184,123.4804,73.5151,264.1613,339.8672,542.3437,364.6106,113.1719,160.3463,45.5566
71,0.2241,460.8071,251.7404,170.2146,580.3953,200.0449,163.1449,24.1544,117.5388,71.3393,242.5326,294.1734,116.4463,362.9924,102.4463,148.9895,44.0928
71,0.2241,648.4591,234.6771,134.488,563.0185,227.9485,492.7554,34.1151,174.6166,78.3306,223.3827,373.9045,1000.0,423.3247,101.0689,167.5592,63.837
71,0.2341,361.7577,249.8374,176.0747,675.9637,186.337,742.3834,14.8518,118.7499,82.9777,225.1633,294.4997,724.2896,289.526,119.3396,64.242,65.878
71,0.2252,679.7301,210.7039,134.8145,627.7043,212.0303,645.7466,41.6671,169.7153,65.5838,264.1613,379.1198,933.3735,418.6456,102.4463,142.761,43.76
72,0.2239,807.6093,145.3092,180.0366,616.9516,211.2816,506.2034,18.4639,123.4804,73.5151,248.6155,339.8672,980.7833,388.4686,150.9906,160.3463,63.1062
72,0.2241,467.6138,270.3039,176.4397,646.4839,164.8539,711.8508,34.8757,184.8648,67.7411,325.746,321.6214,115.648,372.9217,106.3717,157.7206,38.781
72,0.2241,469.2794,145.3092,214.2289,616.9516,197.4666,163.1449,24.1544,169.7153,73.5151,264.1613,339.8672,905.2922,364.6106,113.1719,148.9895,44.0928
72,0.2244,807.6093,145.3092,214.2289,604.856,200.0449,577.731,36.6184,132.1584,67.2126,298.8524,345.6635,542.3437,418.6456,102.4463,184.2201,45.5566
72,0.226,723.8699,306.5922,200.8542,668.2221,201.6556,664.4434,21.3622,187.2494,58.3786,242.0725,288.6879,986.3397,372.4097,112.9692,180.1253,41.492
72,0.2243,807.6093,145.3092,212.2361,627.7043,200.0449,577.731,25.5178,169.7153,67.2126,298.8524,345.6635,542.3437,418.6456,102.4463,184.2201,64.2526
72,0.2372,469.2794,145.3092,120.2896,675.361,197.4666,163.1449,36.6184,169.7153,70.016,227.3282,339.8672,724.2896,388.4686,115.5154,64.242,44.0928
72,0.2249,620.9787,234.6771,214.2289,563.0185,208.126,645.7466,22.9673,91.1136,78.3306,223.3827,292.1104,933.3735,365.3844,101.0689,167.5592,43.76
72,0.2249,807.6093,252.0393,176.0747,604.856,200.0449,742.3834,25.3062,132.1584,71.4923,298.8524,345.6635,542.3437,362.9924,119.3396,198.4409,43.76
72,0.2367,787.7078,225.7976,189.5141,681.5761,202.8072,436.3271,16.1386,112.8884,81.613,224.9849,303.8026,899.1711,278.9696,132.2226,58.5646,63.9042
72,0.2241,648.4591,210.7039,214.2289,684.3608,208.126,492.7554,34.1151,91.1136,71.3393,223.3827,373.9045,933.3735,365.3844,120.3645,167.5592,63.837
72,0.2372,807.6093,145.3092,214.2289,604.856,186.337,448.9712,36.6184,132.1584,67.2126,227.3282,339.8672,724.2896,418.6456,115.5154,64.242,65.878
72,0.2243,807.6093,145.3092,214.2289,616.9516,211.2816,506.2034,22.9673,123.4804,71.3393,264.1613,339.8672,933.3735,364.6106,120.3645,142.761,45.5566
72,0.2242,789.5049,150.8387,212.2361,862.0108,208.126,425.2374,22.2635,169.7153,67.2126,355.8834,389.2833,906.5234,330.1542,102.4463,165.778,64.2526
72,0.2242,878.75,222.643,204.4058,742.7459,179.4902,427.8601,33.6339,155.4712,91.6947,402.8516,350.5131,139.124,320.2819,112.3818,180.5618,40.3783
72,0.2242,712.3113,148.8982,134.8145,578.9043,248.7747,645.7466,41.6671,164.0138,65.5838,264.1613,379.1198,933.3735,410.9008,142.0862,164.1257,42.431
72,0.2242,514.3221,150.8387,120.2896,862.0108,200.0449,163.1449,24.1544,117.5388,59.3923,281.722,389.2833,893.3109,330.1542,138.33,165.778,43.76
72,0.2278,807.6093,145.3092,214.2289,684.3608,211.2816,742.3834,25.3062,117.5388,73.5151,185.1861,287.5819,542.3437,364.6106,119.3396,198.4409,43.76
72,0.2252,679.7301,145.3092,134.8145,627.7043,200.0449,645.7466,41.6671,132.1584,65.5838,298.8524,379.1198,542.3437,418.6456,102.4463,142.761,45.5566
72,0.2274,712.3113,252.0393,208.8331,578.9043,174.958,742.3834,25.3062,164.0138,71.4923,236.2538,293.1497,923.0557,410.9008,142.0862,198.4409,42.431
73,0.2239,807.6093,145.3092,180.0366,616.9516,211.2816,506.2034,18.4639,123.4804,73.5151,248.6155,339.8672,980.7833,388.4686,150.9906,160.3463,63.1062
73,0.2251,620.9787,145.3092,214.2289,684.3608,211.2816,742.3834,25.3062,117.5388,78.3306,223.3827,287.5819,542.3437,364.6106,119.3396,167.5592,43.76
73,0.2241,712.3113,210.7039,134.8145,684.3608,208.126,645.7466,41.6671,164.0138,71.3393,223.3827,379.1198,933.3735,365.3844,120.3645,167.5592,63.837
73,0.2241,467.6138,145.3092,214.2289,646.4839,211.2816,506.2034,22.9673,184.8648,71.3393,264.1613,321.6214,933.3735,364.6106,106.3717,142.761,38.781
73,0.2243,588.572,152.9019,116.6129,579.7854,205.9341,568.3295,39.3747,136.2576,69.2544,324.5222,373.7688,1000.0,376.0309,112.2549,158.5982,44.7628
73,0.224,517.733,282.2632,177.4027,738.1285,217.6478,735.7904,41.0538,179.9555,78.4582,264.3298,328.1834,939.1559,305.1091,124.7479,161.1316,44.007
73,0.2246,418.9142,153.0919,137.9084,540.0529,284.1798,650.9191,36.6678,187.47,70.3483,271.0656,318.7516,885.9388,462.2427,149.665,174.7726,43.8643
73,0.2278,469.2794,145.3092,214.2289,616.9516,197.4666,163.1449,25.3062,169.7153,73.5151,185.1861,287.5819,905.2922,364.6106,113.1719,198.4409,43.76
73,0.2341,712.3113,145.3092,214.2289,604.856,174.958,742.3834,25.3062,164.0138,71.4923,236.2538,293.1497,724.2896,418.6456,142.0862,64.242,42.431
73,0.2252,679.7301,145.3092,212.2361,627.7043,200.0449,425.2374,41.6671,132.1584,67.2126,355.8834,379.1198,906.5234,330.1542,102.4463,142.761,45.5566
73,0.2243,737.402,172.3876,233.2521,606.2927,187.213,697.4364,22.6476,131.6903,63.2844,216.928,330.8966,869.7366,341.0937,126.3985,137.8211,42.751
73,0.224,469.2794,145.3092,120.2896,616.9516,200.0449,163.1449,24.1544,117.5388,59.3923,264.1613,339.8672,905.2922,364.6106,113.1719,165.778,43.76
73,0.2255,491.8489,135.4898,128.3686,607.0782,201.3505,181.597,22.3356,122.6668,52.5216,332.8091,386.3334,760.5685,324.9871,158.4426,140.266,39.1029
73,0.2241,807.6093,150.8387,176.0747,862.0108,200.0449,742.3834,24.1544,117.5388,71.4923,298.8524,389.2833,893.3109,330.1542,119.3396,198.4409,43.76
73,0.2242,712.3113,148.8982,134.8145,578.9043,211.2816,645.7466,41.6671,123.4804,71.3393,264.1613,379.1198,933.3735,364.6106,120.3645,164.1257,45.5566
73,0.2275,920.1878,207.0749,204.6409,562.0852,216.1829,720.4771,17.8548,126.7047,80.4581,258.6167,320.9016,930.086,372.5022,150.9323,219.0032,48.6199
73,0.2241,712.3113,148.8982,120.2896,578.9043,248.7747,645.7466,41.6671,117.5388,65.5838,281.722,379.1198,933.3735,330.1542,142.0862,165.778,42.431
73,0.2251,712.3113,145.3092,180.0366,578.9043,174.958,742.3834,18.4639,164.0138,73.5151,236.2538,339.8672,980.7833,388.4686,142.0862,198.4409,42.431
73,0.224,723.8699,210.7039,200.8542,668.2221,208.126,492.7554,34.1151,187.2494,58.3786,223.3827,373.9045,933.3735,372.4097,112.9692,180.1253,41.492
73,0.2241,696.9592,141.8395,227.215,503.2359,203.1169,513.2489,21.5998,127.0854,62.8301,249.1557,289.7045,938.9435,367.5551,143.8742,149.3337,64.8684
74,0.2239,807.6093,145.3092,180.0366,616.9516,211.2816,506.2034,18.4639,123.4804,73.5151,248.6155,339.8672,980.7833,388.4686,150.9906,160.3463,63.1062
74,0.2256,418.9142,153.0919,137.9084,684.3608,284.1798,742.3834,25.3062,117.5388,70.3483,271.0656,287.5819,542.3437,462.2427,149.665,174.7726,43.8643
74,0.2252,679.7301,145.3092,212.2361,627.7043,200.0449,425.2374,41.6671,132.1584,67.2126,355.8834,379.1198,906.5234,330.1542,102.4463,142.761,45.5566
74,0.2341,712.3113,145.3092,214.2289,604.856,174.958,742.3834,25.3062,164.0138,71.3393,236.2538,293.1497,933.3735,418.6456,106.3717,64.242,38.781
74,0.2246,418.9142,153.0919,137.9084,540.0529,284.1798,650.9191,36.6678,187.47,70.3483,271.0656,318.7516,885.9388,462.2427,149.665,174.7726,43.8643
74,0.2247,807.6093,145.3092,214.2289,616.9516,211.2816,163.1449,25.3062,169.7153,73.5151,185.1861,287.5819,980.7833,388.4686,113.1719,160.3463,63.1062
74,0.2239,467.6138,145.3092,180.0366,646.4839,211.2816,506.2034,22.9673,123.4804,73.5151,264.1613,339.8672,933.3735,388.4686,106.3717,160.3463,38.781
74,0.2246,418.9142,148.8982,120.2896,578.9043,248.7747,645.7466,36.6678,187.47,70.3483,281.722,318.7516,933.3735,330.1542,149.665,174.7726,42.431
74,0.2307,654.3226,126.4751,228.7892,525.3328,206.9269,468.7071,17.5634,166.8839,74.4136,267.0818,310.9368,939.6434,348.6432,144.5055,241.4459,79.2409
74,0.2278,723.8699,145.3092,200.8542,616.9516,208.126,492.7554,25.3062,187.2494,73.5151,223.3827,287.5819,933.3735,364.6106,112.9692,198.4409,43.76
74,0.224,467.6138,145.3092,214.2289,604.856,174.958,506.2034,22.9673,164.0138,71.3393,236.2538,293.1497,933.3735,364.6106,106.3717,142.761,38.781
74,0.2242,800.1834,143.5251,122.0828,509.651,198.5523,181.9022,25.5208,133.9054,66.6146,231.9111,291.2197,934.3722,402.6904,155.036,124.4935,41.074
74,0.2243,700.3818,142.3224,270.5266,603.3504,162.4877,703.7599,18.6134,192.0318,58.3202,246.2581,295.4266,1000.0,379.8054,117.9288,157.3787,45.0157
74,0.2275,620.9787,207.0749,204.6409,562.0852,216.1829,742.3834,17.8548,117.5388,80.4581,258.6167,320.9016,930.086,372.5022,150.9323,219.0032,43.76
74,0.2241,712.3113,148.8982,120.2896,578.9043,248.7747,645.7466,41.6671,164.0138,65.5838,281.722,379.1198,933.3735,365.3844,142.0862,165.778,42.431
74,0.2252,679.7301,148.8982,134.8145,578.9043,211.2816,645.7466,41.6671,132.1584,71.3393,264.1613,379.1198,906.5234,364.6106,120.3645,142.761,45.5566
74,0.2243,620.9787,145.3092,214.2289,579.7854,211.2816,742.3834,39.3747,117.5388,78.3306,324.5222,373.7688,1000.0,376.0309,112.2549,158.5982,44.7628
74,0.2241,807.6093,172.3876,233.2521,862.0108,187.213,742.3834,24.1544,131.6903,71.4923,216.928,389.2833,869.7366,330.1542,126.3985,198.4409,43.76
74,0.2241,712.3113,145.3092,180.0366,616.9516,248.7747,645.7466,18.4639,123.4804,73.5151,248.6155,379.1198,980.7833,388.4686,150.9906,165.778,63.1062
74,0.2252,712.3113,145.3092,214.2289,627.7043,174.958,425.2374,41.6671,132.1584,67.2126,236.2538,379.1198,724.2896,330.1542,102.4463,142.761,45.5566
75,0.2239,807.6093,145.3092,180.0366,616.9516,211.2816,506.2034,18.4639,123.4804,73.5151,248.6155,339.8672,980.7833,388.4686,150.9906,160.3463,63.1062
75,0.2241,807.6093,172.3876,214.2289,627.7043,174.958,425.2374,41.6671,131.6903,71.4923,216.928,389.2833,869.7366,330.1542,102.4463,198.4409,45.5566
75,0.2242,723.8699,148.8982,120.2896,616.9516,248.7747,645.7466,25.3062,164.0138,65.5838,281.722,379.1198,933.3735,365.3844,142.0862,198.4409,43.76
75,0.2264,618.3075,129.08,249.6937,538.909,186.8749,197.6118,19.1763,173.8963,72.3473,245.1428,327.6442,990.2096,349.652,133.197,110.2263,45.6634
75,0.2341,712.3113,145.3092,180.0366,604.856,174.958,645.7466,25.3062,123.4804,73.5151,248.6155,293.1497,980.7833,388.4686,106.3717,64.242,38.781
75,0.2339,800.1834,145.3092,214.2289,509.651,198.5523,742.3834,25.5208,133.9054,66.6146,231.9111,291.2197,934.3722,418.6456,155.036,64.242,38.781
75,0.2239,700.3818,145.3092,270.5266,616.9516,211.2816,703.7599,18.4639,123.4804,73.5151,248.6155,339.8672,980.7833,379.8054,150.9906,160.3463,45.0157
75,0.2243,620.9787,145.3092,214.2289,603.3504,211.2816,742.3834,18.6134,192.0318,78.3306,324.5222,295.4266,1000.0,379.8054,112.2549,157.3787,44.7628
