generation,rmse,Q_0,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7,R_odom_0,R_odom_1,R_odom_2,R_odom_3,R_imu_0,R_imu_1,R_imu_2,R_imu_3
37,0.2909,552.9175,313.1837,148.4492,715.229,287.3871,241.9812,47.3439,152.6229,97.9923,136.9757,82.2232,78.9291,496.445,257.7131,199.9481,51.5899
37,0.2909,452.087,259.4048,200.1862,359.1719,286.6332,400.781,67.5794,110.9169,240.2968,143.3013,93.0907,99.4076,525.7547,351.931,226.2812,58.1639
37,0.2904,569.0705,150.7485,178.575,642.197,222.8797,392.9252,46.5131,119.5155,256.8528,283.0343,74.4724,357.314,428.242,282.7569,179.6713,28.4303
37,0.2253,391.0242,337.855,183.041,478.4342,271.5397,301.4722,68.8441,105.7727,80.0302,156.7678,373.7673,70.549,473.8912,256.115,219.0362,51.5899
37,0.2761,569.0705,135.9888,195.1448,546.6424,222.8797,234.6368,41.0115,105.7727,256.8528,150.0915,107.9092,103.6145,470.8618,246.3377,207.661,34.2116
37,0.281,569.0705,149.4547,163.226,546.6424,222.8797,392.9252,41.0115,105.7727,256.8528,283.0343,74.4724,357.314,412.3958,282.7569,154.7806,53.7762
37,0.225,414.2747,338.8355,166.6968,718.7349,196.5107,422.7237,45.3974,103.3509,104.9019,141.8108,381.4575,357.314,396.7835,289.5979,146.1706,17.9098
37,0.278,585.3993,321.4787,208.7854,547.9223,232.8137,262.3288,68.617,160.8017,221.1428,368.5599,93.4725,376.7945,431.7126,282.4616,185.3169,27.1718
37,0.2242,574.2252,345.4014,185.17,787.1962,179.5638,338.7779,43.3062,102.7562,68.9123,150.2115,411.3727,388.4891,501.2145,219.0946,176.8289,33.6848
37,0.2572,598.5443,156.0517,241.275,753.0052,220.9144,408.5949,52.2894,145.9016,84.562,297.8919,115.0514,52.8364,495.5483,315.0767,161.7485,34.348
38,0.224,569.0705,149.4547,178.575,546.6424,197.3936,301.4722,41.0115,119.5155,252.5923,156.7678,373.7673,417.4224,428.242,249.7755,179.6713,28.4303
38,0.2738,569.0705,309.5576,183.041,715.229,197.3936,234.6368,63.6883,115.3526,80.0302,150.0915,107.9092,376.1857,470.8618,249.7755,199.9481,28.4303
38,0.2741,412.9776,292.4951,170.5189,658.4541,217.0897,217.7358,54.6983,111.037,262.7705,148.0815,112.5407,109.0893,436.3378,260.1232,209.3869,32.4792
38,0.2602,502.7055,283.2474,222.0989,650.6428,240.5052,229.631,43.013,155.8444,83.9372,127.9958,118.0139,81.3391,514.829,248.808,174.7684,27.4905
38,0.2241,569.0705,337.855,183.041,478.4342,197.3936,301.4722,41.0115,119.5155,80.0302,156.7678,373.7673,70.549,428.242,249.7755,179.6713,51.5899
38,0.2924,585.3993,150.7485,178.575,547.9223,222.8797,392.9252,68.617,160.8017,256.8528,368.5599,74.4724,357.314,431.7126,282.7569,185.3169,28.4303
38,0.2909,452.087,259.4048,200.1862,359.1719,286.6332,400.781,67.5794,110.9169,240.2968,143.3013,93.0907,99.4076,525.7547,351.931,226.2812,58.1639
38,0.276,569.0705,321.4787,208.7854,546.6424,232.8137,301.4722,41.0115,160.8017,221.1428,368.5599,93.4725,417.4224,431.7126,249.7755,179.6713,27.1718
38,0.2599,598.5443,150.7485,212.8197,753.0052,287.3871,408.5949,46.5131,119.5155,97.9923,297.8919,109.7212,417.4224,496.445,249.7755,161.7485,34.348
38,0.2558,535.1957,150.0062,252.119,798.6478,220.8578,397.449,59.8356,133.1894,76.4887,343.3761,126.9046,46.0106,577.4486,291.5782,173.9762,37.8474
38,0.2243,414.2747,313.1837,166.6968,718.7349,196.5107,422.7237,45.3974,152.6229,104.9019,141.8108,381.4575,78.9291,496.445,257.7131,199.9481,51.5899
38,0.2249,599.1506,155.4504,191.8743,792.0863,223.5579,346.8195,43.7854,107.6525,277.8237,145.6636,403.4827,481.8087,560.3713,207.4176,156.8849,37.3254
38,0.2847,662.2446,150.7485,203.4122,642.197,340.229,509.6988,40.8682,86.4501,97.9923,144.5227,109.7212,478.4299,496.445,268.8571,242.0353,30.3278
38,0.2762,491.4455,135.9888,195.1448,546.6424,222.8797,433.3747,58.0128,105.7727,256.8528,283.0343,107.9092,103.6145,479.9052,282.7569,207.661,34.2116
38,0.2244,491.4455,133.0164,148.4492,642.197,197.3936,433.3747,46.5131,105.7727,256.8528,156.7678,373.7673,417.4224,479.9052,282.7569,199.9481,28.4303
38,0.2909,552.9175,313.1837,148.4492,753.0052,287.3871,408.5949,47.3439,152.6229,84.562,297.8919,82.2232,78.9291,495.5483,257.7131,199.9481,51.5899
38,0.2241,662.2446,133.0164,203.4122,569.0104,340.229,433.3747,58.0128,105.7727,191.4201,283.0343,535.0238,478.4299,430.258,282.7569,242.0353,42.2463
38,0.3027,552.9175,383.7333,148.4492,690.1575,340.229,509.6988,47.3439,152.6229,191.4201,136.9757,82.2232,78.9291,430.258,257.7131,242.0353,51.5899
38,0.2572,569.0705,313.1837,241.275,642.197,197.3936,234.6368,46.5131,115.3526,249.8968,297.8919,115.0514,103.6145,470.8618,315.0767,161.7485,28.4303
38,0.2904,569.0705,150.7485,178.575,642.197,197.3936,301.4722,46.5131,119.5155,252.5923,283.0343,74.4724,357.314,428.242,249.7755,179.6713,28.4303
39,0.224,569.0705,149.4547,178.575,546.6424,197.3936,301.4722,41.0115,119.5155,252.5923,156.7678,373.7673,417.4224,428.242,249.7755,179.6713,28.4303
39,0.2673,455.2648,237.3837,197.2042,572.215,245.0311,200.4897,41.6738,158.5248,78.0755,142.676,118.668,78.1498,468.1121,257.7368,197.9456,27.579
39,0.276,569.0705,321.4787,208.7854,546.6424,197.3936,301.4722,41.0115,160.8017,252.5923,156.7678,93.4725,417.4224,431.7126,249.7755,179.6713,28.4303
39,0.2847,569.0705,150.7485,183.041,642.197,197.3936,509.6988,63.6883,86.4501,80.0302,150.0915,109.7212,478.4299,496.445,249.7755,242.0353,28.4303
39,0.2642,424.7608,318.8996,160.1036,577.5944,296.818,472.5017,41.7589,167.6321,78.9882,111.0229,111.1432,100.6375,499.7566,213.6466,176.1011,28.8808
39,0.2846,471.472,149.7596,244.9209,627.7884,278.1787,376.2895,73.2164,74.3769,78.7439,342.2872,113.6114,50.1253,560.0214,316.7595,249.7856,27.6631
39,0.2246,470.9919,157.5599,169.6901,557.0399,248.0702,340.9802,44.5528,126.7148,206.2446,152.676,373.3871,419.7658,452.7671,255.7141,204.185,49.4528
39,0.2599,569.0705,309.5576,183.041,753.0052,287.3871,408.5949,46.5131,115.3526,80.0302,297.8919,109.7212,376.1857,470.8618,249.7755,161.7485,34.348
39,0.2249,599.1506,150.7485,191.8743,792.0863,222.8797,346.8195,68.617,107.6525,277.8237,368.5599,403.4827,357.314,560.3713,207.4176,156.8849,28.4303
39,0.263,681.1743,380.6306,187.8536,491.5558,202.2645,317.3973,38.4756,118.8775,92.9178,155.4339,117.9972,70.6156,413.1566,216.4722,183.3656,31.4185
39,0.3052,634.9357,242.6305,186.206,299.0139,243.6009,492.1106,49.1513,125.666,182.7326,155.3472,82.0638,74.2629,476.7745,252.5126,251.7626,57.6541
39,0.2602,502.7055,283.2474,222.0989,642.197,197.3936,229.631,43.013,155.8444,83.9372,283.0343,118.0139,81.3391,428.242,249.7755,174.7684,27.4905
39,0.2738,552.9175,309.5576,148.4492,753.0052,287.3871,234.6368,63.6883,152.6229,84.562,150.0915,107.9092,376.1857,470.8618,249.7755,199.9481,51.5899
39,0.2601,426.8223,339.3824,189.6316,838.0594,203.0827,239.6008,53.4043,124.422,286.0168,145.8326,115.3588,462.5112,425.3305,275.0276,170.6544,35.3511
39,0.2241,506.4705,322.8201,211.6547,739.9669,217.2662,219.9612,43.1156,133.7198,89.6176,118.0615,359.1418,77.3802,522.8871,254.2828,176.3048,28.9865
39,0.2572,569.0705,313.1837,241.275,478.4342,197.3936,234.6368,41.0115,115.3526,249.8968,156.7678,115.0514,70.549,428.242,315.0767,161.7485,51.5899
39,0.2241,584.281,156.7788,187.8226,681.3939,176.3863,279.7093,41.7099,140.3506,274.9898,154.5128,386.8008,358.4174,469.2029,258.5795,192.8457,28.1787
39,0.2241,662.2446,133.0164,203.4122,569.0104,340.229,433.3747,58.0128,105.7727,191.4201,283.0343,535.0238,478.4299,430.258,282.7569,242.0353,42.2463
39,0.224,569.0705,150.7485,178.575,642.197,197.3936,301.4722,41.0115,119.5155,252.5923,283.0343,373.7673,357.314,428.242,249.7755,179.6713,51.5899
39,0.2741,412.9776,292.4951,170.5189,658.4541,217.0897,217.7358,54.6983,111.037,262.7705,148.0815,112.5407,109.0893,436.3378,260.1232,209.3869,32.4792
40,0.224,569.0705,149.4547,178.575,546.6424,197.3936,301.4722,41.0115,119.5155,252.5923,156.7678,373.7673,417.4224,428.242,249.7755,179.6713,28.4303
40,0.2256,427.3204,163.2008,160.4126,776.0102,153.5805,351.3837,44.9338,137.8021,206.7244,181.3292,287.4591,393.6456,346.6452,230.7486,173.6425,53.67
40,0.2244,485.9549,169.007,200.6977,748.8904,199.1487,323.195,60.645,136.9247,95.0465,325.4222,385.6369,371.6382,611.6194,174.9924,159.7317,28.3471
40,0.2599,502.7055,309.5576,183.041,642.197,287.3871,408.5949,46.5131,115.3526,80.0302,297.8919,109.7212,376.1857,470.8618,249.7755,161.7485,34.348
40,0.2275,569.0705,150.7485,178.575,642.197,197.3936,492.1106,41.0115,125.666,182.7326,155.3472,373.7673,74.2629,476.7745,252.5126,251.7626,57.6541
40,0.2826,569.0705,150.7485,244.9209,642.197,197.3936,509.6988,73.2164,86.4501,80.0302,150.0915,113.6114,50.1253,560.0214,316.7595,242.0353,28.4303
40,0.2242,569.0705,313.1837,241.275,478.4342,197.3936,234.6368,41.0115,115.3526,249.8968,156.7678,373.7673,70.549,428.242,315.0767,161.7485,51.5899
40,0.2845,471.472,149.7596,191.8743,792.0863,222.8797,376.2895,68.617,74.3769,277.8237,368.5599,113.6114,357.314,560.3713,207.4176,249.7856,27.6631
40,0.2436,517.8223,359.516,198.1123,743.7878,189.2069,295.307,49.0259,112.7159,252.045,157.3274,135.3406,459.5986,447.8395,260.4345,146.8066,39.4104
40,0.2241,662.2446,318.8996,203.4122,577.5944,296.818,433.3747,58.0128,105.7727,191.4201,111.0229,535.0238,100.6375,499.7566,282.7569,242.0353,28.8808
40,0.224,569.0705,149.4547,178.575,546.6424,197.3936,301.4722,41.0115,160.8017,252.5923,156.7678,373.7673,417.4224,428.242,249.7755,179.6713,28.4303
40,0.2246,470.9919,157.5599,169.6901,557.0399,248.0702,340.9802,44.5528,126.7148,206.2446,152.676,373.3871,419.7658,452.7671,255.7141,204.185,49.4528
40,0.2242,584.281,156.7788,187.8226,627.7884,278.1787,376.2895,73.2164,140.3506,78.7439,342.2872,386.8008,50.1253,469.2029,316.7595,192.8457,27.6631
40,0.2246,470.9919,157.5599,169.6901,569.0104,248.0702,340.9802,58.0128,126.7148,206.2446,152.676,373.3871,419.7658,452.7671,255.7141,204.185,42.2463
40,0.2642,424.7608,318.8996,160.1036,577.5944,296.818,472.5017,41.7589,167.6321,78.9882,111.0229,111.1432,100.6375,499.7566,213.6466,176.1011,28.8808
40,0.2738,552.9175,309.5576,148.4492,838.0594,203.0827,239.6008,53.4043,124.422,84.562,150.0915,107.9092,462.5112,425.3305,249.7755,199.9481,51.5899
40,0.265,530.773,315.2091,154.928,416.276,297.7373,242.8432,47.7096,114.1772,78.8347,307.7968,127.4085,58.7504,411.7215,277.1716,204.5787,32.5594
40,0.2241,569.0705,309.5576,183.041,569.0104,287.3871,433.3747,58.0128,105.7727,80.0302,283.0343,535.0238,478.4299,470.8618,249.7755,242.0353,42.2463
40,0.2691,346.7323,308.0895,195.487,710.1603,197.815,534.0529,40.918,188.2687,65.5809,94.038,106.318,492.301,406.9929,212.3928,182.9022,34.2124
40,0.2642,424.7608,283.2474,222.0989,642.197,197.3936,472.5017,43.013,167.6321,78.9882,283.0343,111.1432,100.6375,428.242,213.6466,176.1011,27.4905
41,0.224,569.0705,149.4547,178.575,546.6424,197.3936,301.4722,41.0115,160.8017,252.5923,156.7678,373.7673,417.4224,428.242,249.7755,179.6713,28.4303
41,0.2873,552.695,297.674,222.6006,606.3476,201.1669,452.3476,35.5994,148.0389,65.8242,150.7476,108.9146,81.189,455.5614,220.5136,250.1519,50.4868
41,0.2242,352.7846,136.8715,180.7535,552.6261,221.9853,289.2664,53.4507,110.8482,308.074,173.8842,321.2329,368.2753,555.5895,272.5001,165.1851,49.8169
41,0.2247,485.9549,163.2008,160.4126,748.8904,199.1487,323.195,44.9338,137.8021,206.7244,325.4222,287.4591,371.6382,611.6194,230.7486,159.7317,53.67
41,0.2269,611.6572,135.7059,134.9309,536.5266,222.2064,297.1443,34.5124,160.7423,213.6099,179.6622,288.8551,353.6593,492.1474,242.4877,189.1561,26.9873
41,0.2883,552.9175,150.7485,178.575,642.197,203.0827,239.6008,53.4043,124.422,182.7326,150.0915,107.9092,74.2629,476.7745,252.5126,251.7626,51.5899
41,0.2634,424.7608,283.2474,160.4126,776.0102,197.3936,472.5017,44.9338,167.6321,78.9882,283.0343,111.1432,100.6375,346.6452,230.7486,173.6425,53.67
41,0.2642,424.7608,163.2008,160.4126,642.197,197.3936,351.3837,44.9338,167.6321,78.9882,181.3292,111.1432,100.6375,428.242,230.7486,176.1011,27.4905
41,0.2246,552.9175,309.5576,169.6901,838.0594,248.0702,340.9802,53.4043,126.7148,84.562,150.0915,373.3871,462.5112,425.3305,249.7755,204.185,51.5899
41,0.2642,424.7608,318.8996,160.1036,577.5944,296.818,472.5017,41.7589,167.6321,78.9882,111.0229,111.1432,100.6375,499.7566,213.6466,176.1011,28.8808
41,0.224,569.0705,313.1837,241.275,478.4342,197.3936,234.6368,41.0115,115.3526,252.5923,156.7678,373.7673,70.549,428.242,249.7755,179.6713,28.4303
41,0.2262,569.0705,150.7485,244.9209,642.197,199.1487,509.6988,60.645,136.9247,95.0465,150.0915,385.6369,50.1253,560.0214,174.9924,242.0353,28.4303
41,0.292,333.7067,341.0104,198.5543,504.8941,209.4978,402.9057,48.0841,146.0892,80.2539,102.7042,104.1367,603.8459,377.9813,249.3353,257.9628,39.1366
41,0.2275,569.0705,150.7485,241.275,478.4342,197.3936,234.6368,41.0115,115.3526,182.7326,155.3472,373.7673,70.549,428.242,252.5126,251.7626,57.6541
41,0.2241,569.0705,169.007,200.6977,748.8904,287.3871,323.195,58.0128,136.9247,95.0465,325.4222,535.0238,371.6382,611.6194,249.7755,242.0353,42.2463
41,0.2242,502.7055,309.5576,169.6901,557.0399,287.3871,408.5949,46.5131,126.7148,206.2446,297.8919,373.3871,419.7658,452.7671,255.7141,161.7485,34.348
41,0.2741,517.8223,359.516,198.1123,743.7878,197.3936,295.307,41.0115,112.7159,182.7326,155.3472,135.3406,74.2629,447.8395,252.5126,251.7626,57.6541
41,0.224,427.3204,163.2008,160.4126,776.0102,153.5805,301.4722,41.0115,119.5155,206.7244,156.7678,373.7673,393.6456,428.242,230.7486,173.6425,28.4303
41,0.2592,502.7055,309.5576,183.041,642.197,199.1487,323.195,60.645,136.9247,95.0465,297.8919,109.7212,376.1857,470.8618,249.7755,159.7317,34.348
41,0.2246,485.9549,169.007,169.6901,557.0399,199.1487,340.9802,44.5528,126.7148,206.2446,325.4222,373.3871,419.7658,452.7671,174.9924,204.185,49.4528
42,0.224,569.0705,149.4547,178.575,546.6424,197.3936,301.4722,41.0115,160.8017,252.5923,156.7678,373.7673,417.4224,428.242,249.7755,179.6713,28.4303
42,0.2347,485.9549,163.2008,241.275,478.4342,199.1487,234.6368,41.0115,115.3526,206.7244,155.3472,287.4591,371.6382,611.6194,230.7486,251.7626,53.67
42,0.2242,352.7846,149.4547,178.575,546.6424,221.9853,301.4722,53.4507,110.8482,308.074,156.7678,321.2329,368.2753,428.242,249.7755,165.1851,28.4303
42,0.224,569.0705,150.7485,178.575,642.197,203.0827,323.195,53.4043,136.9247,95.0465,150.0915,535.0238,74.2629,476.7745,249.7755,251.7626,51.5899
42,0.2873,552.695,318.8996,222.6006,606.3476,296.818,472.5017,35.5994,148.0389,78.9882,111.0229,108.9146,100.6375,499.7566,213.6466,250.1519,28.8808
42,0.266,424.7608,150.7485,178.575,642.197,197.3936,351.3837,44.9338,167.6321,182.7326,150.0915,107.9092,100.6375,428.242,230.7486,176.1011,51.5899
42,0.2703,611.6572,135.7059,134.9309,536.5266,222.2064,239.6008,34.5124,124.422,182.7326,150.0915,107.9092,353.6593,476.7745,242.4877,189.1561,26.9873
42,0.2242,352.7846,136.8715,198.5543,504.8941,221.9853,289.2664,48.0841,110.8482,80.2539,173.8842,321.2329,603.8459,555.5895,272.5001,165.1851,49.8169
42,0.2642,424.7608,318.8996,160.1036,577.5944,287.3871,472.5017,41.7589,167.6321,95.0465,111.0229,111.1432,100.6375,611.6194,213.6466,176.1011,42.2463
42,0.2592,424.7608,283.2474,160.4126,642.197,197.3936,472.5017,60.645,136.9247,95.0465,283.0343,109.7212,100.6375,470.8618,249.7755,159.7317,53.67
42,0.2882,615.0716,302.7374,213.6902,630.7743,207.983,479.9804,36.2131,158.2164,75.8723,158.267,120.142,77.4385,530.9708,220.1632,279.9098,37.8196
42,0.2642,424.7608,318.8996,160.1036,642.197,296.818,351.3837,41.7589,167.6321,78.9882,181.3292,111.1432,100.6375,499.7566,213.6466,176.1011,28.8808
42,0.2246,485.9549,169.007,241.275,478.4342,197.3936,340.9802,41.0115,115.3526,252.5923,325.4222,373.7673,70.549,452.7671,249.7755,204.185,28.4303
42,0.2864,424.7608,150.7485,178.575,642.197,296.818,239.6008,41.7589,124.422,182.7326,150.0915,111.1432,74.2629,476.7745,252.5126,251.7626,28.8808
42,0.286,424.7608,283.2474,160.4126,606.3476,201.1669,452.3476,35.5994,167.6321,78.9882,150.7476,111.1432,100.6375,346.6452,230.7486,250.1519,53.67
42,0.2642,517.8223,359.516,198.1123,743.7878,197.3936,351.3837,44.9338,167.6321,182.7326,181.3292,111.1432,74.2629,428.242,230.7486,176.1011,27.4905
42,0.2242,502.7055,309.5576,169.6901,557.0399,287.3871,408.5949,46.5131,126.7148,206.2446,297.8919,373.3871,419.7658,452.7671,255.7141,161.7485,34.348
42,0.2634,569.0705,150.7485,160.4126,642.197,199.1487,509.6988,60.645,167.6321,95.0465,283.0343,111.1432,100.6375,560.0214,230.7486,173.6425,28.4303
42,0.224,424.7608,163.2008,160.4126,642.197,197.3936,351.3837,44.9338,160.8017,78.9882,156.7678,373.7673,100.6375,428.242,249.7755,176.1011,28.4303
42,0.2592,502.7055,309.5576,198.1123,642.197,197.3936,295.307,60.645,136.9247,182.7326,155.3472,109.7212,376.1857,447.8395,252.5126,159.7317,57.6541
43,0.224,569.0705,149.4547,178.575,546.6424,197.3936,301.4722,41.0115,160.8017,252.5923,156.7678,373.7673,417.4224,428.242,249.7755,179.6713,28.4303
43,0.2619,359.9245,132.1327,175.0116,687.8748,296.8908,375.6323,48.0927,160.3669,76.528,167.6275,116.9962,80.4633,500.8056,231.9893,178.2243,34.0251
43,0.266,424.7608,150.7485,178.575,606.3476,201.1669,452.3476,35.5994,167.6321,78.9882,150.0915,107.9092,100.6375,428.242,230.7486,176.1011,51.5899
43,0.2592,424.7608,283.2474,160.4126,642.197,197.3936,472.5017,60.645,136.9247,78.9882,283.0343,109.7212,100.6375,499.7566,249.7755,159.7317,53.67
43,0.2602,424.7608,283.2474,178.575,642.197,197.3936,351.3837,44.9338,167.6321,95.0465,283.0343,107.9092,100.6375,470.8618,230.7486,159.7317,53.67
43,0.2294,423.5346,290.8344,266.335,470.8707,195.9499,216.0005,34.5701,129.9315,105.5576,167.3673,290.4219,85.1511,637.2528,181.6283,212.8929,50.6753
43,0.224,335.7055,107.7562,210.5943,527.5605,228.9308,286.1262,46.2993,107.3838,203.9074,185.1035,378.1088,707.4168,587.912,237.8615,179.5314,54.2098
43,0.2592,615.0716,283.2474,160.4126,642.197,207.983,472.5017,60.645,136.9247,95.0465,283.0343,109.7212,77.4385,530.9708,220.1632,159.7317,37.8196
43,0.2592,502.7055,309.5576,198.1123,642.197,197.3936,295.307,60.645,136.9247,182.7326,283.0343,109.7212,100.6375,470.8618,252.5126,159.7317,57.6541
43,0.2651,424.7608,150.7485,160.4126,642.197,199.1487,509.6988,44.9338,167.6321,95.0465,283.0343,107.9092,100.6375,560.0214,230.7486,173.6425,51.5899
43,0.2243,346.6457,135.7465,168.292,638.7812,190.8406,295.1096,57.6378,144.3927,290.2096,183.7051,297.0899,389.2888,448.6083,252.7389,153.7568,29.1794
43,0.2243,569.0705,149.4547,178.575,642.197,221.9853,323.195,53.4043,110.8482,95.0465,150.0915,321.2329,74.2629,476.7745,249.7755,165.1851,51.5899
43,0.2642,517.8223,359.516,198.1123,743.7878,197.3936,351.3837,44.9338,167.6321,182.7326,181.3292,111.1432,74.2629,428.242,230.7486,176.1011,27.4905
43,0.2882,569.0705,150.7485,178.575,630.7743,203.0827,323.195,53.4043,158.2164,95.0465,158.267,120.142,74.2629,476.7745,249.7755,279.9098,37.8196
43,0.2246,485.9549,169.007,160.4126,478.4342,201.1669,340.9802,35.5994,167.6321,78.9882,150.7476,373.7673,70.549,346.6452,249.7755,204.185,28.4303
43,0.2586,539.3496,224.2015,151.7728,581.9296,216.4421,504.7488,65.7705,159.8429,99.5159,263.2901,113.0602,101.5589,411.5648,236.2698,162.6784,31.3044
43,0.2242,502.7055,309.5576,160.1036,557.0399,287.3871,408.5949,41.7589,126.7148,206.2446,111.0229,373.3871,419.7658,611.6194,213.6466,161.7485,42.2463
43,0.2312,569.0705,150.7485,198.5543,504.8941,203.0827,323.195,53.4043,136.9247,80.2539,173.8842,321.2329,74.2629,476.7745,272.5001,251.7626,51.5899
43,0.2242,352.7846,309.5576,178.575,546.6424,287.3871,301.4722,46.5131,126.7148,206.2446,156.7678,373.3871,419.7658,428.242,249.7755,161.7485,34.348
43,0.2658,553.4376,179.7042,199.73,401.4171,251.0547,336.0501,41.6721,130.972,94.432,111.7736,135.2487,73.561,431.9111,232.3159,220.0565,28.9386
44,0.224,569.0705,149.4547,178.575,546.6424,197.3936,301.4722,41.0115,160.8017,252.5923,156.7678,373.7673,417.4224,428.242,249.7755,179.6713,28.4303
44,0.2592,615.0716,150.7485,198.5543,504.8941,207.983,323.195,60.645,136.9247,95.0465,173.8842,109.7212,74.2629,530.9708,220.1632,159.7317,37.8196
44,0.292,539.3496,224.2015,178.575,581.9296,216.4421,504.7488,65.7705,158.2164,95.0465,158.267,113.0602,74.2629,476.7745,249.7755,279.9098,31.3044
44,0.2252,526.8966,288.3115,206.7892,535.5485,257.0339,237.3289,54.9289,118.4197,136.1375,277.6775,388.6638,754.7362,471.4417,171.99,145.9968,48.4328
44,0.2241,502.7055,309.5576,178.575,642.197,221.9853,323.195,53.4043,136.9247,182.7326,150.0915,321.2329,74.2629,476.7745,252.5126,159.7317,51.5899
44,0.2623,520.7014,291.6231,210.9313,635.5531,197.606,313.5092,59.42,138.775,148.6145,270.8493,121.0688,93.3045,446.5882,264.6729,185.76,66.3002
44,0.276,349.5516,159.5559,190.757,578.9443,216.7777,457.4767,47.3729,143.7165,76.0553,305.3284,105.4515,111.1055,467.8944,258.5456,202.4456,54.5042
44,0.2248,569.0705,149.4547,178.575,546.6424,197.3936,301.4722,53.4043,160.8017,252.5923,150.0915,321.2329,74.2629,428.242,249.7755,179.6713,51.5899
44,0.2242,569.0705,149.4547,266.335,470.8707,221.9853,216.0005,34.5701,110.8482,105.5576,167.3673,321.2329,74.2629,637.2528,249.7755,165.1851,50.6753
44,0.264,641.9109,293.1433,172.6779,741.5352,208.4029,394.3099,55.1628,151.1031,98.2876,284.4374,107.7144,80.1214,532.0526,212.0135,169.9087,38.6124
44,0.224,424.7608,107.7562,210.5943,606.3476,201.1669,286.1262,35.5994,107.3838,203.9074,185.1035,378.1088,707.4168,428.242,237.8615,176.1011,54.2098
44,0.2592,485.9549,169.007,198.1123,478.4342,201.1669,340.9802,35.5994,167.6321,182.7326,283.0343,109.7212,100.6375,346.6452,252.5126,159.7317,57.6541
44,0.2242,502.7055,150.7485,160.4126,557.0399,287.3871,408.5949,41.7589,167.6321,95.0465,283.0343,373.3871,100.6375,560.0214,213.6466,161.7485,51.5899
44,0.2242,441.5301,189.0306,211.0532,374.5496,163.0065,286.9057,45.0413,134.5757,79.7625,150.6209,413.674,64.8825,493.0804,252.9281,211.882,36.4572
44,0.2242,352.7846,283.2474,178.575,546.6424,197.3936,301.4722,44.9338,126.7148,95.0465,283.0343,373.3871,419.7658,428.242,230.7486,161.7485,34.348
44,0.2242,352.7846,309.5576,160.1036,546.6424,287.3871,408.5949,46.5131,126.7148,206.2446,156.7678,373.3871,419.7658,428.242,213.6466,161.7485,42.2463
44,0.2592,424.7608,283.2474,178.575,642.197,197.3936,472.5017,60.645,167.6321,95.0465,283.0343,109.7212,100.6375,499.7566,249.7755,159.7317,53.67
44,0.2242,352.7846,149.4547,178.575,546.6424,287.3871,301.4722,46.5131,110.8482,95.0465,156.7678,321.2329,419.7658,428.242,249.7755,165.1851,34.348
44,0.2241,335.7055,283.2474,210.5943,642.197,207.983,472.5017,46.2993,136.9247,95.0465,185.1035,378.1088,77.4385,587.912,237.8615,179.5314,37.8196
44,0.2267,472.2964,160.2398,162.5856,532.4928,225.9771,284.3785,35.392,145.0643,230.7442,182.9908,294.203,637.667,541.7807,223.9877,190.842,65.5211
45,0.224,424.7608,107.7562,210.5943,606.3476,201.1669,286.1262,35.5994,107.3838,203.9074,185.1035,378.1088,707.4168,428.242,237.8615,176.1011,54.2098
45,0.2271,441.5301,189.0306,211.0532,374.5496,197.3936,286.9057,53.4043,160.8017,79.7625,150.0915,321.2329,64.8825,493.0804,249.7755,211.882,51.5899
45,0.2612,424.7608,283.2474,178.575,546.6424,197.3936,301.4722,60.645,167.6321,95.0465,283.0343,109.7212,419.7658,428.242,249.7755,165.1851,34.348
45,0.2592,615.0716,169.007,198.1123,504.8941,201.1669,323.195,60.645,136.9247,95.0465,283.0343,109.7212,100.6375,530.9708,252.5126,159.7317,57.6541
45,0.2241,352.7846,149.4547,178.575,642.197,287.3871,323.195,46.5131,110.8482,182.7326,150.0915,321.2329,74.2629,428.242,249.7755,159.7317,34.348
45,0.2652,349.5516,293.1433,190.757,578.9443,208.4029,457.4767,47.3729,151.1031,76.0553,305.3284,105.4515,111.1055,467.8944,212.0135,169.9087,38.6124
45,0.224,335.7055,283.2474,178.575,546.6424,207.983,472.5017,41.0115,136.9247,252.5923,156.7678,378.1088,417.4224,428.242,249.7755,179.6713,37.8196
45,0.2592,424.7608,309.5576,178.575,642.197,221.9853,472.5017,53.4043,136.9247,95.0465,283.0343,109.7212,100.6375,499.7566,249.7755,159.7317,51.5899
45,0.2761,641.9109,293.1433,190.757,741.5352,216.7777,457.4767,47.3729,143.7165,98.2876,305.3284,105.4515,80.1214,532.0526,258.5456,202.4456,54.5042
45,0.2248,502.7055,309.5576,178.575,642.197,197.3936,323.195,53.4043,160.8017,252.5923,150.0915,321.2329,74.2629,476.7745,249.7755,179.6713,51.5899
45,0.2242,539.3496,224.2015,160.4126,557.0399,216.4421,504.7488,41.7589,167.6321,95.0465,158.267,373.3871,100.6375,560.0214,249.7755,161.7485,31.3044
45,0.2292,564.6361,269.3707,183.1585,616.1866,212.5559,232.4527,49.1714,121.6857,81.084,261.3969,445.8745,828.4895,477.8819,198.9464,125.5845,49.0787
45,0.2592,424.7608,283.2474,178.575,642.197,197.3936,301.4722,60.645,110.8482,95.0465,283.0343,109.7212,100.6375,428.242,249.7755,159.7317,53.67
45,0.2639,641.9109,293.1433,178.575,741.5352,287.3871,394.3099,46.5131,151.1031,98.2876,284.4374,107.7144,80.1214,532.0526,249.7755,169.9087,34.348
