generation,rmse,Q_0,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7,R_odom_0,R_odom_1,R_odom_2,R_imu_0,R_imu_1,R_imu_2,R_imu_3
0,0.2722965763572204,94.35715405497506,55.85098085982259,17.678796352638322,7.979967970769295,2.9486621181772352,50.58273510691576,55.16345764450194,55.22061014863885,52.7096402839695,69.7787687228594,19.676287240931583,97.14548293516604,61.984383634265086,31.55675401431229,19.954862449761144
0,0.2721443754521396,82.40351056814279,72.00731403218413,28.154447446001026,59.10771986733198,74.35902605998292,38.46429517137074,94.96850309187849,55.68472208918824,30.807458520605422,27.083060846706353,65.64030606768213,41.71381663019139,65.68111488085161,85.25159778689576,71.49459931817292
0,0.2718722136291914,37.34650939983207,0.5977880282466083,17.37251142034577,30.014215102297246,45.77629908056793,80.95055534049838,4.025606098503478,81.09269965116815,72.97735241459178,87.15648257228017,93.29919183380753,30.795967668844693,9.089348773366828,51.773793584086505,54.30941657799426
0,0.2721384205236852,27.77258933535306,98.0778786805016,71.73468895220441,36.52496063311509,45.57404828354989,34.41710159292079,18.86892071250797,20.74086974699144,56.992098517573524,85.09862843361452,32.121306664704434,4.4710186226830295,81.94524446916364,35.32467389354847,13.494250353193056
0,0.27217998875609534,22.903901487321438,13.799344396670055,65.77447024917515,86.85737324028729,37.35000915873705,66.26479358033562,27.97991391337258,35.233671014931154,58.257634244469564,70.94415255685166,72.10461452071891,41.65531787298301,25.70193648017193,18.67622707226799,24.066676648209814
0,0.27215399083899366,28.444569697483047,6.702326572612563,86.88288010804293,75.99324738833877,98.04283727419286,31.84630740543266,75.22401753399313,72.10145422994118,46.65059419375746,60.310806235762534,81.56800093818933,60.49662052794763,98.40192385485194,60.66297086113365,83.33489392521078
0,0.2717282863849542,78.10277581443766,99.79866298548993,66.44359338111673,22.71706030465682,87.67785774838205,38.03143781173411,5.268429641217559,54.15153386892555,50.174714199466585,40.37416222811425,38.71521755529685,15.439019590547968,90.8154468131312,81.26085077182857,44.34998023550796
0,0.27217743164460023,66.39205750160846,82.56459224066579,12.361219616829898,15.275481334813774,66.14515871834512,97.66393158958674,47.16572475683037,98.09982430589668,11.424951050134203,62.21506976614921,41.13436007434518,11.401812131922089,88.96274477243078,66.69399954631713,24.29311665698296
0,0.2720798796605745,29.847394655720652,68.30989601830503,43.93440973520018,30.42744384813667,1.9146678977556575,23.839308323095832,10.354936980978154,63.26776672589066,45.54868956940207,32.68079705954952,55.48367999147604,56.45208420284817,74.9609186714205,27.84037432657935,31.014517358645943
0,0.272170742886244,61.543441476163636,2.2562972006128073,44.931186548929944,71.23631295960183,64.27401892966307,38.223476207996825,89.7246032932624,81.96743081202101,46.7714840637107,54.26092442460563,90.68998924003364,5.658078983122951,82.45125806886097,76.2862427410929,27.2017030632708
0,0.27216308363215036,69.07799853389548,23.17533376737888,99.11026545551482,16.373414885926614,31.310090886974848,65.83597555673788,40.466167327029375,59.72108644044976,25.48074501170431,67.84257868270846,2.265704052493446,63.12150019586561,63.77894620072618,38.108990424317966,38.08720679599035
0,0.27220477624845235,58.857211081476834,13.799829046423117,62.513658299324945,67.49122182647521,42.80320055589893,91.22179261046116,68.86830266545702,29.697301312129078,73.49620505513874,37.48522363506154,47.08908248091155,38.206090569118295,95.12539213875573,22.602964253352514,6.065195956987642
