time,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,linear_velocity_x,linear_velocity_y,linear_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
0.9500000000000001,1.7346490512178047e-11,-9.451033989811706e-20,0.0,0.0,0.0,-5.429218272992762e-10,1.0,-1.1058310440308252e-11,0.0,0.0,0.0,0.0,1.8715718053864924e-12
0.96,1.718590578834683e-11,-9.433616978950875e-20,0.0,0.0,0.0,-5.420916581003408e-10,1.0,-1.604930831220339e-11,0.0,0.0,0.0,0.0,1.6618296973381564e-10
0.97,1.654195825742888e-11,-9.36385232366982e-20,0.0,0.0,0.0,-5.415632286122564e-10,1.0,-6.439245113868335e-11,0.0,0.0,0.0,0.0,1.0555319002814104e-10
0.98,1.639568974005948e-11,-9.348012365588339e-20,0.0,0.0,0.0,-5.414376162914202e-10,1.0,-1.4755705641703986e-11,0.0,0.0,0.0,0.0,2.5344766308253138e-11
0.99,1.6390045254063508e-11,-9.347401485475264e-20,0.0,0.0,0.0,-5.408864848940292e-10,1.0,-4.423922521812371e-13,0.0,0.0,0.0,0.0,1.0970564669937442e-10
1.0,1.6170545331039208e-11,-9.323642100743238e-20,0.0,0.0,0.0,-5.413228430475893e-10,1.0,-2.222189215408328e-11,0.0,0.0,0.0,0.0,-8.835268546212827e-11
1.01,1.665461412710146e-11,-9.376131906605536e-20,0.0,0.0,0.0,-5.424398327026303e-10,1.0,5.438817757462197e-11,0.0,0.0,0.0,0.0,-2.4858292918534565e-10
1.02,1.6707412886136455e-11,-9.381858067875642e-20,0.0,0.0,0.0,-5.421874362558767e-10,1.0,4.990225690325808e-12,0.0,0.0,0.0,0.0,5.1817289982907826e-11
1.03,1.6781612681982746e-11,-9.389899203413101e-20,0.0,0.0,0.0,-5.417469538336432e-10,1.0,7.424879490536832e-12,0.0,0.0,0.0,0.0,8.786220164375495e-11
1.04,1.698692214431895e-11,-9.412153104256461e-20,0.0,0.0,0.0,-5.420295250464736e-10,1.0,1.9979095107123566e-11,0.0,0.0,0.0,0.0,-5.5660291813396124e-11
1.05,1.6471993031568798e-11,-9.356345194791108e-20,0.0,0.0,0.0,-5.418551417160212e-10,1.0,-5.170004907747098e-11,0.0,0.0,0.0,0.0,3.5113469704112624e-11
1.06,1.6294888109952553e-11,-9.337160766929736e-20,0.0,0.0,0.0,-5.415345358336376e-10,1.0,-1.9914508061193132e-11,0.0,0.0,0.0,0.0,7.210085830398168e-11
1.07,1.664431864483114e-11,-9.374998394657043e-20,0.0,0.0,0.0,-5.413852346043034e-10,1.0,3.64273408858544e-11,0.0,0.0,0.0,0.0,3.0244018263761114e-11
1.08,1.653705768866587e-11,-9.363379473364419e-20,0.0,0.0,0.0,-5.41662773515008e-10,1.0,-1.214828718827638e-11,0.0,0.0,0.0,0.0,-5.7187012519994864e-11
1.09,1.7237516739646668e-11,-9.439170227280744e-20,0.0,0.0,0.0,-5.408106474493983e-10,1.0,7.276413409540926e-11,0.0,0.0,0.0,0.0,1.7734198342808548e-10
1.1,1.7291312080247545e-11,-9.444993332259779e-20,0.0,0.0,0.0,-5.418975800940974e-10,1.0,2.92290907058548e-12,0.0,0.0,0.0,0.0,-2.3436590580297937e-10
1.11,1.728315183716468e-11,-9.444107583775307e-20,0.0,0.0,0.0,-5.425651464632566e-10,1.0,-5.834356724470166e-12,0.0,0.0,0.0,0.0,-2.9547374771005575e-11
1.12,1.7327496488895555e-11,-9.448915012591766e-20,0.0,0.0,0.0,-5.423011822289193e-10,1.0,1.5456956521099867e-11,0.0,0.0,0.0,0.0,1.2106154430920151e-10
1.1300000000000001,1.7649304394870796e-11,-9.483816966211762e-20,0.0,0.0,0.0,-5.423694172803641e-10,1.0,4.817490610460115e-11,0.0,0.0,0.0,0.0,-1.5293317033734748e-10
1.1400000000000001,1.7715454605727577e-11,-9.491004581176681e-20,0.0,0.0,0.0,-5.425938787613273e-10,1.0,-3.703737276861206e-11,0.0,0.0,0.0,0.0,7.569615277595585e-11
1.1500000000000001,1.74963985368792e-11,-9.467246047107404e-20,0.0,0.0,0.0,-5.417101959318428e-10,1.0,-7.0687167104280934e-12,0.0,0.0,0.0,0.0,2.7705272533596347e-10
1.16,1.7593714705792426e-11,-9.477786352401545e-20,0.0,0.0,0.0,-5.414092706479898e-10,1.0,2.6388390841858335e-11,0.0,0.0,0.0,0.0,-1.5465068333521119e-10
1.17,1.7607143530374802e-11,-9.479238740678385e-20,0.0,0.0,0.0,-5.419105175324712e-10,1.0,-2.357387987959483e-11,0.0,0.0,0.0,0.0,-4.6602594068764194e-11
1.18,1.7598987325983662e-11,-9.478348474558366e-20,0.0,0.0,0.0,-5.417589449153828e-10,1.0,2.673933918562258e-11,0.0,0.0,0.0,0.0,1.3247774062579256e-10
1.19,1.7776036454891937e-11,-9.497518514666763e-20,0.0,0.0,0.0,-5.412097233297984e-10,1.0,6.633932506072775e-12,0.0,0.0,0.0,0.0,7.950008976859028e-11
1.2,1.7708448396818627e-11,-9.490210995256369e-20,0.0,0.0,0.0,-5.407316300773011e-10,1.0,-1.9861080676670524e-11,0.0,0.0,0.0,0.0,1.1251000002603022e-10
1.21,1.7510963815131195e-11,-9.468878290457886e-20,0.0,0.0,0.0,-5.39749582631678e-10,1.0,-1.911855410445293e-11,0.0,0.0,0.0,0.0,2.78902017456293e-10
1.22,1.721609357057638e-11,-9.43706418876371e-20,0.0,0.0,0.0,-5.396567295473416e-10,1.0,-3.964831439041419e-11,0.0,0.0,0.0,0.0,-2.429920355201004e-10
1.23,1.6799034360865543e-11,-9.391986182218727e-20,0.0,0.0,0.0,-5.405713752270896e-10,1.0,-4.4376740148484185e-11,0.0,0.0,0.0,0.0,-1.2662442331279905e-10
1.24,1.6570823569142248e-11,-9.367298915427074e-20,0.0,0.0,0.0,-5.410917091604819e-10,1.0,-6.450842793596746e-13,0.0,0.0,0.0,0.0,-7.947733311808463e-11
1.25,1.6538646894266032e-11,-9.36381663539972e-20,0.0,0.0,0.0,-5.411011404289367e-10,1.0,-7.167307600552547e-12,0.0,0.0,0.0,0.0,9.1058307381351e-11
1.26,1.6414678007216886e-11,-9.350405120839434e-20,0.0,0.0,0.0,-5.409409224774131e-10,1.0,-1.77473198019593e-11,0.0,0.0,0.0,0.0,-2.5435766997482357e-11
1.27,1.6417380372655567e-11,-9.350683903914281e-20,0.0,0.0,0.0,-5.40281285203545e-10,1.0,1.820208070406242e-11,0.0,0.0,0.0,0.0,2.8985473759848174e-10
1.28,1.6364816641967936e-11,-9.345017247387112e-20,0.0,0.0,0.0,-5.393655731164248e-10,1.0,-2.900610850012075e-11,0.0,0.0,0.0,0.0,7.582825713721516e-11
1.29,1.6152723865938792e-11,-9.322145561661349e-20,0.0,0.0,0.0,-5.391831652079838e-10,1.0,-1.1023819878039679e-11,0.0,0.0,0.0,0.0,2.0901149063824104e-12
1.3,1.61366138559806e-11,-9.320399478676718e-20,0.0,0.0,0.0,-5.380538152904479e-10,1.0,7.666270529719683e-12,0.0,0.0,0.0,0.0,4.49798822909075e-10
1.31,1.6186758751666e-11,-9.325784128430448e-20,0.0,0.0,0.0,-5.368792756351817e-10,1.0,2.224487376261374e-12,0.0,0.0,0.0,0.0,1.8912409051808574e-11
